pw0	pw1	weight	features
Oxidative phosphorylation PAO1	Ribosome PAO1	5	78.0 156.0 163.0 180.0 204.0
Citrate cycle (TCA cycle) PAO1	Ribosome, bacteria	5	17.0 76.0 136.0 150.0 204.0
Macrolide resistance, MacAB-TolC transporter	Zinc transport system	5	10.0 22.0 56.0 149.0 186.0
Iron complex transport system	Zinc transport system	5	74.0 114.0 126.0 144.0 213.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Quorum sensing PAO1	5	4.0 14.0 162.0 186.0 253.0
Quorum sensing PAO1	Tyrosine metabolism PAO1	4	34.0 75.0 165.0 257.0
Aminobenzoate degradation PAO1	Valine, leucine and isoleucine degradation PAO1	4	100.0 101.0 134.0 241.0
Quorum sensing PAO1	Type III secretion system	4	4.0 75.0 116.0 247.0
Phosphonate and phosphinate metabolism PAO1	Phosphonate transport system	4	148.0 151.0 152.0 190.0
Citrate cycle (TCA cycle) PAO1	Citrate cycle (TCA cycle, Krebs cycle)	4	17.0 144.0 204.0 242.0
Fructose and mannose metabolism PAO1	Quorum sensing PAO1	4	75.0 86.0 166.0 231.0
Citrate cycle (TCA cycle) PAO1	Ribosome PAO1	4	17.0 76.0 150.0 204.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type VI secretion system	4	53.0 142.0 165.0 266.0
Fructose and mannose metabolism PAO1	Tyrosine metabolism PAO1	4	67.0 75.0 211.0 284.0
Aminobenzoate degradation PAO1	Benzoate degradation PAO1	4	28.0 87.0 159.0 255.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Zinc transport system	4	74.0 126.0 144.0 186.0
Fructose and mannose metabolism PAO1	Propanoate metabolism PAO1	3	67.0 192.0 295.0
Sulfur metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	3	3.0 166.0 221.0
Glycine, serine and threonine metabolism PAO1	Tyrosine metabolism PAO1	3	16.0 129.0 298.0
Propanoate metabolism PAO1	Tyrosine metabolism PAO1	3	67.0 200.0 226.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Pentose phosphate pathway PAO1	3	19.0 28.0 235.0
Amino sugar and nucleotide sugar metabolism PAO1	Flagellar assembly PAO1	3	80.0 160.0 206.0
Aminobenzoate degradation PAO1	Tyrosine metabolism PAO1	3	101.0 211.0 241.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Sulfur metabolism PAO1	3	104.0 246.0 280.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome, bacteria	3	17.0 124.0 204.0
Aminobenzoate degradation PAO1	Degradation of aromatic compounds PAO1	3	99.0 157.0 167.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Type VI secretion system	3	53.0 165.0 266.0
Glycine, serine and threonine metabolism PAO1	Methane metabolism PAO1	3	38.0 215.0 216.0
Glycine, serine and threonine metabolism PAO1	Quorum sensing PAO1	3	53.0 79.0 249.0
Glycerophospholipid metabolism PAO1	Phosphonate and phosphinate metabolism PAO1	3	151.0 152.0 190.0
Phosphate transport system	Phosphonate and phosphinate metabolism PAO1	3	148.0 152.0 190.0
Glycine betaine/proline transport system	Quorum sensing PAO1	3	53.0 79.0 249.0
Type VI secretion system	Vanadium resistance, efflux pump MexGHI-OpmD	3	16.0 63.0 186.0
Type III secretion system	Tyrosine metabolism PAO1	3	75.0 129.0 210.0
Phosphate transport system	Phosphonate transport system	3	148.0 152.0 190.0
Glycerophospholipid metabolism PAO1	Phosphonate transport system	3	151.0 152.0 190.0
Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Type III secretion system	3	15.0 116.0 232.0
Phenylalanine metabolism PAO1	Propanoate metabolism PAO1	3	67.0 226.0 295.0
Denitrification, nitrate => nitrogen	Valine, leucine and isoleucine degradation PAO1	3	67.0 134.0 276.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type VI secretion system	3	14.0 71.0 186.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron complex transport system	3	74.0 126.0 144.0
Propanoate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	3	67.0 200.0 226.0
Fructose and mannose metabolism PAO1	Phenylalanine metabolism PAO1	2	67.0 295.0
Arginine biosynthesis PAO1	Oxidative phosphorylation PAO1	2	74.0 147.0
Valine, leucine and isoleucine degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	6.0 257.0
Arginine biosynthesis PAO1	Glyoxylate and dicarboxylate metabolism PAO1	2	74.0 118.0
Denitrification, nitrate => nitrogen	Pentose phosphate pathway PAO1	2	134.0 276.0
Aminobenzoate degradation PAO1	Quorum sensing PAO1	2	119.0 239.0
Aminobenzoate degradation PAO1	Iron complex transport system	2	74.0 99.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	2	4.0 19.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Type VI secretion system	2	36.0 41.0
Denitrification, nitrate => nitrogen	Tyrosine metabolism PAO1	2	67.0 276.0
Cyanoamino acid metabolism PAO1	Fructose and mannose metabolism PAO1	2	75.0 231.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glyoxylate and dicarboxylate metabolism PAO1	2	47.0 135.0
Phenazine biosynthesis PAO1	Valine, leucine and isoleucine degradation PAO1	2	86.0 257.0
Fructose and mannose metabolism PAO1	Pentose phosphate pathway PAO1	2	197.0 211.0
Glyoxylate and dicarboxylate metabolism PAO1	Tyrosine metabolism PAO1	2	34.0 276.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	beta-Alanine metabolism PAO1	2	4.0 279.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Quorum sensing PAO1	2	4.0 53.0
Phenazine biosynthesis PAO1	Tyrosine metabolism PAO1	2	218.0 257.0
Fructose and mannose metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	67.0 86.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenazine biosynthesis PAO1	2	144.0 195.0
Phosphonate and phosphinate metabolism PAO1	Type II general secretion pathway	2	29.0 151.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Pentose phosphate pathway PAO1	2	19.0 211.0
Degradation of aromatic compounds PAO1	Type III secretion system	2	15.0 167.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Phospholipid transport system	2	39.0 246.0
Glyoxylate and dicarboxylate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	34.0 276.0
Benzoate degradation PAO1	Styrene degradation PAO1	2	30.0 223.0
NitT/TauT family transport system	Sulfur metabolism PAO1	2	51.0 91.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Oxidative phosphorylation PAO1	2	205.0 210.0
Dipeptide transport system	Glycine, serine and threonine metabolism PAO1	2	16.0 249.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	beta-Alanine metabolism PAO1	2	4.0 279.0
Aminobenzoate degradation PAO1	Pentose phosphate pathway PAO1	2	134.0 211.0
Citrate cycle (TCA cycle) PAO1	Oxidative phosphorylation PAO1	2	136.0 204.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type III secretion system	2	4.0 196.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome PAO1	2	17.0 204.0
Flagellar assembly PAO1	Type III secretion system	2	4.0 138.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Quorum sensing PAO1	2	4.0 53.0
Glycerophospholipid metabolism PAO1	Phosphate transport system	2	152.0 190.0
Fructose and mannose metabolism PAO1	Type III secretion system	2	75.0 232.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Valine, leucine and isoleucine degradation PAO1	2	67.0 100.0
Glycerophospholipid metabolism PAO1	Type II general secretion pathway	2	51.0 151.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type III secretion system	2	4.0 178.0
Cyanoamino acid metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	16.0 63.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Fructose and mannose metabolism PAO1	2	162.0 211.0
Aminobenzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	2	64.0 214.0
Quorum sensing PAO1	Valine, leucine and isoleucine degradation PAO1	2	86.0 257.0
Phenazine biosynthesis PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	63.0 257.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Sulfur metabolism PAO1	2	3.0 144.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	2	4.0 19.0
Putative polar amino acid transport system	Vanadium resistance, efflux pump MexGHI-OpmD	2	3.0 221.0
Phenylalanine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	67.0 226.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cyanoamino acid metabolism PAO1	2	162.0 253.0
Arginine biosynthesis PAO1	Nitrogen metabolism PAO1	2	31.0 122.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Tyrosine metabolism PAO1	2	67.0 139.0
Aminobenzoate degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	2	135.0 144.0
Aminobenzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	2	135.0 211.0
Pentose phosphate pathway PAO1	Valine, leucine and isoleucine degradation PAO1	2	134.0 276.0
Glycine betaine/proline transport system	Methane metabolism PAO1	2	38.0 215.0
Glycine, serine and threonine metabolism PAO1	Oxidative phosphorylation PAO1	2	201.0 249.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	3.0 186.0
Citrate cycle (TCA cycle, Krebs cycle)	RNA degradation PAO1	2	17.0 110.0
Phenylalanine metabolism PAO1	Tyrosine metabolism PAO1	2	67.0 226.0
NitT/TauT family transport system	Putative polar amino acid transport system	2	51.0 91.0
Sulfur metabolism PAO1	Zinc transport system	2	144.0 146.0
Pentose phosphate pathway PAO1	Tyrosine metabolism PAO1	2	211.0 276.0
Flagellar assembly PAO1	beta-Alanine metabolism PAO1	1	4.0
Phosphonate transport system	Type II general secretion pathway	1	151.0
Glycerolipid metabolism PAO1	Type VI secretion system	1	158.0
Phenazine biosynthesis PAO1	Zinc transport system	1	144.0
Denitrification, nitrate => nitrogen	Phenazine biosynthesis PAO1	1	147.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glycine betaine/proline transport system	1	53.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Phospholipid transport system	1	246.0
Valine, leucine and isoleucine degradation PAO1	beta-Lactam resistance PAO1	1	216.0
Ribosome, bacteria	Sec (secretion) system	1	136.0
Methane metabolism PAO1	Ribosome PAO1	1	163.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Nitrogen metabolism PAO1	1	3.0
Arginine and proline metabolism PAO1	Denitrification, nitrate => nitrogen	1	67.0
Macrolide resistance, MacAB-TolC transporter	Nitrogen metabolism PAO1	1	149.0
Bacterial secretion system PAO1	Phosphonate transport system	1	190.0
Arginine and proline metabolism PAO1	Propanoate metabolism PAO1	1	67.0
Benzoate degradation PAO1	Nitrogen metabolism PAO1	1	87.0
Chlorocyclohexane and chlorobenzene degradation PAO1	Citrate cycle (TCA cycle) PAO1	1	144.0
Oxidative phosphorylation PAO1	Sec (secretion) system	1	136.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Putative polar amino acid transport system	1	3.0
Alanine, aspartate and glutamate metabolism PAO1	Tyrosine metabolism PAO1	1	237.0
Quorum sensing PAO1	Zinc transport system	1	186.0
Aminobenzoate degradation PAO1	Citrate cycle (TCA cycle, Krebs cycle)	1	144.0
Glycine, serine and threonine metabolism PAO1	Macrolide resistance, MacAB-TolC transporter	1	149.0
Sulfur metabolism PAO1	Tyrosine metabolism PAO1	1	215.0
Bacterial chemotaxis PAO1	Glycolysis / Gluconeogenesis PAO1	1	237.0
Methane metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	38.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	gamma-Hexachlorocyclohexane transport system	1	104.0
Alanine, aspartate and glutamate metabolism PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	72.0
Tyrosine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	257.0
Degradation of aromatic compounds PAO1	Methane metabolism PAO1	1	157.0
Nitrogen metabolism PAO1	Putative polar amino acid transport system	1	3.0
Histidine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	16.0
Aminobenzoate degradation PAO1	Methane metabolism PAO1	1	157.0
Ribosome, bacteria	Sulfur metabolism PAO1	1	65.0
Glyoxylate and dicarboxylate metabolism PAO1	Pentose phosphate pathway PAO1	1	276.0
Quorum sensing PAO1	beta-Alanine metabolism PAO1	1	4.0
Aminobenzoate degradation PAO1	Putative polar amino acid transport system	1	28.0
Glyoxylate and dicarboxylate metabolism PAO1	Oxidative phosphorylation PAO1	1	74.0
Aminobenzoate degradation PAO1	Type VI secretion system	1	108.0
Aminobenzoate degradation PAO1	Denitrification, nitrate => nitrogen	1	134.0
Citrate cycle (TCA cycle) PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	144.0
Methane metabolism PAO1	Oxidative phosphorylation PAO1	1	163.0
Arginine and proline metabolism PAO1	Tyrosine metabolism PAO1	1	67.0
Aminobenzoate degradation PAO1	Styrene degradation PAO1	1	243.0
Aminoacyl-tRNA biosynthesis, prokaryotes	RNA degradation PAO1	1	110.0
Cytochrome c oxidase, cbb3-type	Quorum sensing PAO1	1	253.0
Fructose and mannose metabolism PAO1	Type VI secretion system	1	231.0
Aminobenzoate degradation PAO1	Type III secretion system	1	167.0
Phenazine biosynthesis PAO1	Type III secretion system	1	255.0
Ribosome, bacteria	beta-Lactam resistance PAO1	1	216.0
Type III secretion system	beta-Alanine metabolism PAO1	1	4.0
RNA degradation PAO1	Ribosome, bacteria	1	17.0
Sulfur metabolism PAO1	Type VI secretion system	1	272.0
Fructose and mannose metabolism PAO1	Phenazine biosynthesis PAO1	1	86.0
Quorum sensing PAO1	Sulfur metabolism PAO1	1	166.0
Arginine and proline metabolism PAO1	Fructose and mannose metabolism PAO1	1	67.0
Glycine betaine/proline transport system	Valine, leucine and isoleucine degradation PAO1	1	227.0
Flagellar assembly PAO1	Quorum sensing PAO1	1	4.0
Methane metabolism PAO1	Sulfur metabolism PAO1	1	216.0
Selenocompound metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	88.0
Ribosome PAO1	beta-Lactam resistance PAO1	1	216.0
Sulfur metabolism PAO1	Type III secretion system	1	67.0
Glycerolipid metabolism PAO1	Phenazine biosynthesis PAO1	1	211.0
Aminobenzoate degradation PAO1	Histidine degradation, histidine => N-formiminoglutamate => glutamate	1	297.0
Aminobenzoate degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	119.0
Fructose and mannose metabolism PAO1	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	1	232.0
Cysteine and methionine metabolism PAO1	RNA degradation PAO1	1	229.0
Benzoate degradation PAO1	Sulfur metabolism PAO1	1	28.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenylalanine metabolism PAO1	1	67.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glycine betaine/proline transport system	1	53.0
Citrate cycle (TCA cycle, Krebs cycle)	Oxidative phosphorylation PAO1	1	204.0
Aminobenzoate degradation PAO1	Citrate cycle (TCA cycle) PAO1	1	144.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Flagellar assembly PAO1	1	4.0
Nitrogen metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	3.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Propanoate metabolism PAO1	1	67.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Type III secretion system	1	98.0
Benzoate degradation PAO1	Fructose and mannose metabolism PAO1	1	30.0
Fatty acid biosynthesis, initiation	Protein export PAO1	1	85.0
Pentose phosphate pathway PAO1	Tryptophan biosynthesis, chorismate => tryptophan	1	294.0
Degradation of aromatic compounds PAO1	Iron complex transport system	1	99.0
Fructose and mannose metabolism PAO1	Starch and sucrose metabolism PAO1	1	113.0
Fructose and mannose metabolism PAO1	Sulfur metabolism PAO1	1	166.0
Oxidative phosphorylation PAO1	Vitamin B6 metabolism PAO1	1	111.0
Arginine and proline metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	67.0
Amino sugar and nucleotide sugar metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	97.0
Glycerolipid metabolism PAO1	Oxidative phosphorylation PAO1	1	175.0
Phenazine biosynthesis PAO1	Type II general secretion pathway	1	267.0
Citrate cycle (TCA cycle, Krebs cycle)	Glyoxylate and dicarboxylate metabolism PAO1	1	144.0
Dipeptide transport system	Tyrosine metabolism PAO1	1	16.0
Phospholipid transport system	Sulfur metabolism PAO1	1	246.0
Glycolysis / Gluconeogenesis PAO1	Ribosome PAO1	1	76.0
Phospholipid transport system	Zinc transport system	1	39.0
Pentose phosphate pathway PAO1	Type III secretion system	1	128.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Ribosome PAO1	1	204.0
Methane metabolism PAO1	Ribosome, bacteria	1	163.0
Arginine biosynthesis PAO1	Starch and sucrose metabolism PAO1	1	147.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Tyrosine metabolism PAO1	1	36.0
Macrolide resistance, MacAB-TolC transporter	Type VI secretion system	1	186.0
Glycine, serine and threonine metabolism PAO1	Zinc transport system	1	149.0
Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Quorum sensing PAO1	1	116.0
Bacterial secretion system PAO1	Type III secretion system	1	67.0
Putative polar amino acid transport system	Type VI secretion system	1	272.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Fructose and mannose metabolism PAO1	1	67.0
Glycine, serine and threonine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	16.0
Butanoate metabolism PAO1	Oxidative phosphorylation PAO1	1	201.0
Bacterial chemotaxis PAO1	Cyanoamino acid metabolism PAO1	1	121.0
Bacterial secretion system PAO1	Phosphonate and phosphinate metabolism PAO1	1	190.0
Fatty acid degradation PAO1	Phenazine biosynthesis PAO1	1	230.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	beta-Alanine metabolism PAO1	1	4.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Type III secretion system	1	4.0
Glycine, serine and threonine metabolism PAO1	NADH:quinone oxidoreductase, prokaryotes	1	166.0
Aminobenzoate degradation PAO1	Oxidative phosphorylation PAO1	1	8.0
2-Oxocarboxylic acid metabolism PAO1	Flagellar assembly PAO1	1	99.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Fluorobenzoate degradation PAO1	1	172.0
Glycine betaine/proline transport system	Type VI secretion system	1	53.0
Arginine biosynthesis PAO1	Styrene degradation PAO1	1	243.0
Fructose and mannose metabolism PAO1	Glycine betaine/proline transport system	1	30.0
Amino sugar and nucleotide sugar metabolism PAO1	Denitrification, nitrate => nitrogen	1	206.0
Histidine metabolism PAO1	Tyrosine metabolism PAO1	1	16.0
Oxidative phosphorylation PAO1	Quorum sensing PAO1	1	165.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Porphyrin and chlorophyll metabolism PAO1	1	278.0
Denitrification, nitrate => nitrogen	Propanoate metabolism PAO1	1	67.0
Iron complex transport system	Sulfur metabolism PAO1	1	144.0
Nitrogen metabolism PAO1	Oxidative phosphorylation PAO1	1	3.0
Nitrogen metabolism PAO1	Zinc transport system	1	149.0
Citrate cycle (TCA cycle) PAO1	Glycolysis / Gluconeogenesis PAO1	1	76.0
Oxidative phosphorylation PAO1	Starch and sucrose metabolism PAO1	1	147.0
Starch and sucrose metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	119.0
Glycine, serine and threonine metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	38.0
Oxidative phosphorylation PAO1	RNA degradation PAO1	1	186.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glycine, serine and threonine metabolism PAO1	1	53.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Histidine degradation, histidine => N-formiminoglutamate => glutamate	1	243.0
Citrate cycle (TCA cycle, Krebs cycle)	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	1	204.0
Polyketide sugar unit biosynthesis PAO1	Ribosome PAO1	1	46.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine, serine and threonine metabolism PAO1	1	214.0
Glycerolipid metabolism PAO1	Quorum sensing PAO1	1	214.0
Denitrification, nitrate => nitrogen	Vanadium resistance, efflux pump MexGHI-OpmD	1	221.0
Glycine betaine/proline transport system	Styrene degradation PAO1	1	30.0
Phenazine biosynthesis PAO1	Sulfur metabolism PAO1	1	144.0
Tyrosine metabolism PAO1	Zinc transport system	1	198.0
Alanine, aspartate and glutamate metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	72.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Citrate cycle (TCA cycle, Krebs cycle)	1	110.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Phenazine biosynthesis PAO1	1	142.0
Dipeptide transport system	Valine, leucine and isoleucine degradation PAO1	1	16.0
Denitrification, nitrate => nitrogen	Flagellar assembly PAO1	1	206.0
Glycolysis / Gluconeogenesis PAO1	Ribosome, bacteria	1	76.0
Phenazine biosynthesis PAO1	Styrene degradation PAO1	1	195.0
Denitrification, nitrate => nitrogen	Fructose and mannose metabolism PAO1	1	67.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Oxidative phosphorylation PAO1	1	204.0
Ribosome PAO1	Valine, leucine and isoleucine degradation PAO1	1	216.0
Aminobenzoate degradation PAO1	Sulfur metabolism PAO1	1	28.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	299.0
RNA degradation PAO1	Ribosome PAO1	1	17.0
Aminobenzoate degradation PAO1	Butanoate metabolism PAO1	1	87.0
Citrate cycle (TCA cycle) PAO1	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	1	204.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Sulfate-sulfur assimilation	1	181.0
Glycine betaine/proline transport system	Tetrahydrofolate biosynthesis, GTP => THF	1	38.0
Fructose and mannose metabolism PAO1	Styrene degradation PAO1	1	30.0
Dipeptide transport system	Oxidative phosphorylation PAO1	1	249.0
Degradation of aromatic compounds PAO1	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	1	15.0
Ribosome PAO1	Sulfur metabolism PAO1	1	65.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Styrene degradation PAO1	1	195.0
Glycine, serine and threonine metabolism PAO1	Type VI secretion system	1	53.0
Cytochrome c oxidase, cbb3-type	Histidine metabolism PAO1	1	278.0
Arginine and proline metabolism PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	67.0
Cyanoamino acid metabolism PAO1	Type III secretion system	1	75.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Tyrosine metabolism PAO1	1	211.0
Arginine and proline metabolism PAO1	Phenylalanine metabolism PAO1	1	67.0
Cyanoamino acid metabolism PAO1	Tyrosine metabolism PAO1	1	75.0
Fructose and mannose metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	166.0
Type VI secretion system	Tyrosine metabolism PAO1	1	36.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Macrolide resistance, MacAB-TolC transporter	1	186.0
Butanoate metabolism PAO1	Nitrogen metabolism PAO1	1	87.0
Citrate cycle (TCA cycle) PAO1	Sec (secretion) system	1	136.0
Glutamate/aspartate transport system	Porphyrin and chlorophyll metabolism PAO1	1	278.0
Bacterial secretion system PAO1	Phosphate transport system	1	190.0
Denitrification, nitrate => nitrogen	Putative polar amino acid transport system	1	221.0
Type III secretion system	Valine, leucine and isoleucine degradation PAO1	1	210.0
Macrolide resistance, MacAB-TolC transporter	Quorum sensing PAO1	1	186.0
Cyanoamino acid metabolism PAO1	Cytochrome c oxidase, cbb3-type	1	253.0
Denitrification, nitrate => nitrogen	Quorum sensing PAO1	1	131.0
Chlorocyclohexane and chlorobenzene degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	144.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Denitrification, nitrate => nitrogen	1	67.0
Denitrification, nitrate => nitrogen	Glyoxylate and dicarboxylate metabolism PAO1	1	276.0
Oxidative phosphorylation PAO1	Sulfur metabolism PAO1	1	3.0
Bacterial chemotaxis PAO1	Quorum sensing PAO1	1	121.0
Oxidative phosphorylation PAO1	Putative polar amino acid transport system	1	3.0
Glycolysis / Gluconeogenesis PAO1	Pentose phosphate pathway PAO1	1	294.0
Glycine, serine and threonine metabolism PAO1	Sulfur metabolism PAO1	1	216.0
Aminobenzoate degradation PAO1	Zinc transport system	1	74.0
Arginine and proline metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	283.0
Cyanoamino acid metabolism PAO1	Nitrogen metabolism PAO1	1	23.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Sulfur metabolism PAO1	1	246.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Zinc transport system	1	39.0
Aminobenzoate degradation PAO1	Nitrogen metabolism PAO1	1	87.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cytochrome c oxidase, cbb3-type	1	253.0
