pw0	pw1	weight	features
Cationic antimicrobial peptide (CAMP) resistance PAO1	Quorum sensing PAO1	4	115.0 119.0 160.0 260.0
Glycine, serine and threonine metabolism PAO1	Methane metabolism PAO1	4	66.0 109.0 153.0 224.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome, bacteria	4	0.0 30.0 112.0 124.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Tyrosine metabolism PAO1	4	10.0 38.0 143.0 147.0
Oxidative phosphorylation PAO1	Ribosome, bacteria	4	0.0 16.0 69.0 229.0
Quorum sensing PAO1	Tyrosine metabolism PAO1	4	147.0 158.0 190.0 286.0
Cyanoamino acid metabolism PAO1	Type VI secretion system	4	25.0 29.0 36.0 249.0
Aminobenzoate degradation PAO1	Tyrosine metabolism PAO1	4	38.0 104.0 216.0 285.0
Nitrogen metabolism PAO1	Sulfur metabolism PAO1	4	43.0 172.0 231.0 233.0
Oxidative phosphorylation PAO1	Ribosome PAO1	4	0.0 16.0 69.0 229.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	4	143.0 207.0 262.0 269.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	4	85.0 207.0 262.0 269.0
Oxidative phosphorylation PAO1	Tyrosine metabolism PAO1	3	83.0 216.0 269.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Type III secretion system	3	115.0 129.0 148.0
Denitrification, nitrate => nitrogen	Sulfur metabolism PAO1	3	74.0 172.0 270.0
Cytochrome c oxidase, cbb3-type	Quorum sensing PAO1	3	47.0 111.0 119.0
Glycine, serine and threonine metabolism PAO1	Tyrosine metabolism PAO1	3	10.0 130.0 269.0
Phenazine biosynthesis PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	3	31.0 113.0 203.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type VI secretion system	3	25.0 80.0 280.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenazine biosynthesis PAO1	3	97.0 164.0 280.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome PAO1	3	0.0 30.0 112.0
Type VI secretion system	Vanadium resistance, efflux pump MexGHI-OpmD	3	31.0 131.0 251.0
Aminobenzoate degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	3	87.0 96.0 139.0
Arginine biosynthesis PAO1	Tyrosine metabolism PAO1	3	55.0 158.0 216.0
Aminobenzoate degradation PAO1	Valine, leucine and isoleucine degradation PAO1	3	139.0 216.0 285.0
Aminobenzoate degradation PAO1	Quorum sensing PAO1	3	36.0 46.0 175.0
Histidine metabolism PAO1	Tyrosine metabolism PAO1	3	67.0 83.0 138.0
Glycine betaine/proline transport system	Methane metabolism PAO1	3	66.0 153.0 224.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Valine, leucine and isoleucine degradation PAO1	3	10.0 77.0 143.0
Aminobenzoate degradation PAO1	Methane metabolism PAO1	3	48.0 66.0 109.0
Nitrogen metabolism PAO1	Pentose phosphate pathway PAO1	3	43.0 73.0 199.0
Phenazine biosynthesis PAO1	Zinc transport system	3	97.0 164.0 293.0
Aminobenzoate degradation PAO1	Sulfur metabolism PAO1	3	2.0 33.0 74.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Nitrogen metabolism PAO1	3	43.0 58.0 76.0
Aminobenzoate degradation PAO1	Styrene degradation PAO1	3	63.0 87.0 104.0
Oxidative phosphorylation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	76.0 96.0
Aminobenzoate degradation PAO1	Nitrogen metabolism PAO1	2	48.0 66.0
Iron complex transport system	Macrolide resistance, MacAB-TolC transporter	2	96.0 121.0
RNA degradation PAO1	Ribosome, bacteria	2	30.0 110.0
Denitrification, nitrate => nitrogen	Nitrogen metabolism PAO1	2	76.0 172.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Zinc transport system	2	260.0 269.0
Glycine, serine and threonine metabolism PAO1	Zinc transport system	2	246.0 281.0
RNA degradation PAO1	Ribosome PAO1	2	30.0 110.0
Nitrogen metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	76.0 231.0
Arginine biosynthesis PAO1	Bacterial chemotaxis PAO1	2	108.0 255.0
Phenazine biosynthesis PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	2	62.0 127.0
Aminobenzoate degradation PAO1	Denitrification, nitrate => nitrogen	2	74.0 139.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Sulfur metabolism PAO1	2	65.0 261.0
Denitrification, nitrate => nitrogen	Putative polar amino acid transport system	2	74.0 172.0
Fructose and mannose metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	67.0 159.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Oxidative phosphorylation PAO1	2	48.0 76.0
Glyoxylate and dicarboxylate metabolism PAO1	Oxidative phosphorylation PAO1	2	24.0 96.0
Glycolysis / Gluconeogenesis PAO1	Pentose phosphate pathway PAO1	2	73.0 267.0
Valine, leucine and isoleucine degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	139.0 203.0
Oxidative phosphorylation PAO1	Quorum sensing PAO1	2	48.0 173.0
Amino sugar and nucleotide sugar metabolism PAO1	Tyrosine metabolism PAO1	2	122.0 129.0
Dipeptide transport system	Valine, leucine and isoleucine degradation PAO1	2	89.0 286.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Valine, leucine and isoleucine degradation PAO1	2	89.0 143.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cyanoamino acid metabolism PAO1	2	25.0 47.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Tyrosine metabolism PAO1	2	129.0 143.0
Fructose and mannose metabolism PAO1	Tyrosine metabolism PAO1	2	67.0 159.0
Oxidative phosphorylation PAO1	Valine, leucine and isoleucine degradation PAO1	2	216.0 271.0
Type III secretion system	Tyrosine metabolism PAO1	2	118.0 129.0
Methane metabolism PAO1	Nitrogen metabolism PAO1	2	48.0 66.0
Histidine metabolism PAO1	Phenazine biosynthesis PAO1	2	127.0 138.0
Cyanoamino acid metabolism PAO1	Cytochrome c oxidase, cbb3-type	2	47.0 119.0
Degradation of aromatic compounds PAO1	Glycine, serine and threonine metabolism PAO1	2	66.0 109.0
Bacterial chemotaxis PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	2	40.0 103.0
Bacterial chemotaxis PAO1	Flagellar assembly PAO1	2	17.0 146.0
Flagellar assembly PAO1	Type III secretion system	2	129.0 288.0
Glycine, serine and threonine metabolism PAO1	Nitrogen metabolism PAO1	2	57.0 66.0
Degradation of aromatic compounds PAO1	Type III secretion system	2	140.0 198.0
Flagellar assembly PAO1	Tyrosine metabolism PAO1	2	129.0 158.0
Aminobenzoate degradation PAO1	Arginine biosynthesis PAO1	2	216.0 291.0
Phenazine biosynthesis PAO1	Sulfur metabolism PAO1	2	68.0 114.0
Arginine biosynthesis PAO1	Quorum sensing PAO1	2	158.0 255.0
Aminobenzoate degradation PAO1	Zinc transport system	2	2.0 87.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type III secretion system	2	115.0 148.0
Macrolide resistance, MacAB-TolC transporter	Type VI secretion system	2	246.0 260.0
Aminobenzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	2	85.0 201.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Macrolide resistance, MacAB-TolC transporter	2	96.0 121.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Dipeptide transport system	2	89.0 160.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Flagellar assembly PAO1	2	129.0 197.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron(III) transport system	2	12.0 139.0
Denitrification, nitrate => nitrogen	Vanadium resistance, efflux pump MexGHI-OpmD	2	76.0 139.0
Fructose and mannose metabolism PAO1	Sulfur metabolism PAO1	2	251.0 270.0
Benzoate degradation PAO1	Styrene degradation PAO1	2	63.0 87.0
Denitrification, nitrate => nitrogen	Valine, leucine and isoleucine degradation PAO1	2	139.0 177.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine, serine and threonine metabolism PAO1	2	10.0 77.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Denitrification, nitrate => nitrogen	2	92.0 242.0
Glycerolipid metabolism PAO1	Tyrosine metabolism PAO1	2	104.0 142.0
Degradation of aromatic compounds PAO1	Methane metabolism PAO1	2	66.0 109.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	gamma-Hexachlorocyclohexane transport system	2	89.0 101.0
Denitrification, nitrate => nitrogen	Type III secretion system	2	207.0 287.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Flagellar assembly PAO1	2	85.0 197.0
Benzoate degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	87.0 96.0
Aminobenzoate degradation PAO1	Macrolide resistance, MacAB-TolC transporter	2	2.0 87.0
Benzoate degradation PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	2	40.0 282.0
Type VI secretion system	Tyrosine metabolism PAO1	2	190.0 211.0
Amino sugar and nucleotide sugar metabolism PAO1	Flagellar assembly PAO1	2	129.0 141.0
Aminobenzoate degradation PAO1	Putative polar amino acid transport system	2	2.0 74.0
Nitrogen metabolism PAO1	Zinc transport system	2	13.0 189.0
Styrene degradation PAO1	Valine, leucine and isoleucine degradation PAO1	2	177.0 203.0
Amino sugar and nucleotide sugar metabolism PAO1	Spermidine/putrescine transport system	2	208.0 247.0
Arginine biosynthesis PAO1	Valine, leucine and isoleucine degradation PAO1	2	55.0 216.0
Dipeptide transport system	Flagellar assembly PAO1	2	70.0 225.0
Denitrification, nitrate => nitrogen	Quorum sensing PAO1	2	204.0 287.0
Type VI secretion system	Zinc transport system	2	246.0 260.0
Phenazine biosynthesis PAO1	Tyrosine metabolism PAO1	2	138.0 211.0
Styrene degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	87.0 203.0
Quorum sensing PAO1	Type III secretion system	2	115.0 287.0
Glycine, serine and threonine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	10.0 77.0
Aminobenzoate degradation PAO1	Oxidative phosphorylation PAO1	2	96.0 216.0
Nitrogen metabolism PAO1	Putative polar amino acid transport system	2	133.0 172.0
Aminobenzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	2	66.0 109.0
Glycerolipid metabolism PAO1	Pentose phosphate pathway PAO1	1	142.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Putative polar amino acid transport system	1	133.0
Fructose and mannose metabolism PAO1	Glycerolipid metabolism PAO1	1	10.0
Sulfate-sulfur assimilation	Tyrosine metabolism PAO1	1	147.0
Glycine betaine/proline transport system	Histidine metabolism PAO1	1	66.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glyoxylate and dicarboxylate metabolism PAO1	1	104.0
NADH:quinone oxidoreductase, prokaryotes	Oxidative phosphorylation PAO1	1	96.0
Benzoate degradation PAO1	NADH:quinone oxidoreductase, prokaryotes	1	96.0
NADH:quinone oxidoreductase, prokaryotes	Vanadium resistance, efflux pump MexGHI-OpmD	1	96.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Propanoate metabolism PAO1	1	89.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Degradation of aromatic compounds PAO1	1	201.0
Glycerophospholipid metabolism PAO1	Phosphonate and phosphinate metabolism PAO1	1	149.0
Glycerophospholipid metabolism PAO1	Type II general secretion pathway	1	149.0
Sulfur metabolism PAO1	beta-Alanine metabolism PAO1	1	261.0
Ribosome, bacteria	Sulfur metabolism PAO1	1	109.0
Arginine biosynthesis PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	108.0
Citrate cycle (TCA cycle) PAO1	Ribosome PAO1	1	112.0
Phosphonate transport system	Type II general secretion pathway	1	149.0
Styrene degradation PAO1	Zinc transport system	1	87.0
Methane metabolism PAO1	Phenylalanine metabolism PAO1	1	250.0
Pentose phosphate pathway PAO1	Type VI secretion system	1	242.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Cysteine and methionine metabolism PAO1	1	142.0
Styrene degradation PAO1	Type VI secretion system	1	220.0
Benzoate degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	96.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Hemophore/metalloprotease transport system	1	160.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cytochrome c oxidase, cbb3-type	1	47.0
Oxidative phosphorylation PAO1	Pyrimidine metabolism PAO1	1	16.0
Sulfur metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	231.0
Phenazine biosynthesis PAO1	Styrene degradation PAO1	1	203.0
Denitrification, nitrate => nitrogen	Styrene degradation PAO1	1	177.0
Denitrification, nitrate => nitrogen	Selenocompound metabolism PAO1	1	165.0
Quorum sensing PAO1	Spermidine/putrescine transport system	1	208.0
Denitrification, nitrate => nitrogen	Phenazine biosynthesis PAO1	1	284.0
Phosphonate and phosphinate metabolism PAO1	Type II general secretion pathway	1	149.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Quorum sensing PAO1	1	115.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Zinc transport system	1	269.0
Amino sugar and nucleotide sugar metabolism PAO1	Quorum sensing PAO1	1	208.0
Citrate cycle (TCA cycle) PAO1	Ribosome, bacteria	1	112.0
Methane metabolism PAO1	Spermidine/putrescine transport system	1	114.0
Putative polar amino acid transport system	Valine, leucine and isoleucine biosynthesis PAO1	1	67.0
Phosphate transport system	Phosphonate transport system	1	149.0
Oxidative phosphorylation PAO1	Sulfur metabolism PAO1	1	126.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	gamma-Hexachlorocyclohexane transport system	1	89.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Oxidative phosphorylation PAO1	1	69.0
Aminobenzoate degradation PAO1	Fructose and mannose metabolism PAO1	1	284.0
Flagellar assembly PAO1	Type VI secretion system	1	225.0
Degradation of aromatic compounds PAO1	Glycine betaine/proline transport system	1	66.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Denitrification, nitrate => nitrogen	1	242.0
Benzoate degradation PAO1	Degradation of aromatic compounds PAO1	1	95.0
Aminobenzoate degradation PAO1	Flagellar assembly PAO1	1	85.0
Degradation of aromatic compounds PAO1	Fructose and mannose metabolism PAO1	1	284.0
Bacterial secretion system PAO1	Degradation of aromatic compounds PAO1	1	198.0
Dipeptide transport system	Type VI secretion system	1	225.0
Degradation of aromatic compounds PAO1	Nitrogen metabolism PAO1	1	66.0
Arginine biosynthesis PAO1	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	1	291.0
Pyrimidine metabolism PAO1	Ribosome, bacteria	1	16.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Glyoxylate and dicarboxylate metabolism PAO1	1	138.0
Dipeptide transport system	Propanoate metabolism PAO1	1	89.0
Benzoate degradation PAO1	Zinc transport system	1	87.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycolysis / Gluconeogenesis PAO1	1	147.0
Bacterial chemotaxis PAO1	Quorum sensing PAO1	1	255.0
Macrolide resistance, MacAB-TolC transporter	Sulfur metabolism PAO1	1	2.0
Denitrification, nitrate => nitrogen	Glycine, serine and threonine metabolism PAO1	1	287.0
Sulfur metabolism PAO1	Tyrosine metabolism PAO1	1	233.0
Pentose phosphate pathway PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	84.0
Pyrimidine metabolism PAO1	Ribosome PAO1	1	16.0
Histidine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	67.0
Glycine betaine/proline transport system	Valine, leucine and isoleucine degradation PAO1	1	77.0
Iron complex transport system	Phenazine biosynthesis PAO1	1	164.0
Quorum sensing PAO1	Valine, leucine and isoleucine degradation PAO1	1	203.0
Iron complex transport system	Iron(III) transport system	1	12.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Cytochrome c oxidase, cbb3-type	1	119.0
Nitrogen metabolism PAO1	Type VI secretion system	1	23.0
Aminobenzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	201.0
Oxidative phosphorylation PAO1	Sulfate-sulfur assimilation	1	94.0
Glycine, serine and threonine metabolism PAO1	Macrolide resistance, MacAB-TolC transporter	1	246.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Propanoate metabolism PAO1	1	89.0
Glycine, serine and threonine metabolism PAO1	Oxidative phosphorylation PAO1	1	269.0
Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Type VI secretion system	1	264.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Sulfur metabolism PAO1	1	261.0
Pentose phosphate pathway PAO1	Tyrosine metabolism PAO1	1	142.0
Methane metabolism PAO1	Ribosome, bacteria	1	44.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Flagellar assembly PAO1	1	85.0
Aminobenzoate degradation PAO1	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	1	291.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Sulfur metabolism PAO1	1	43.0
Aminobenzoate degradation PAO1	Type VI secretion system	1	36.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	104.0
Aminobenzoate degradation PAO1	Glycerolipid metabolism PAO1	1	104.0
Peptidoglycan biosynthesis PAO1	Sulfate-sulfur assimilation	1	94.0
Amino sugar and nucleotide sugar metabolism PAO1	Pentose phosphate pathway PAO1	1	51.0
Sulfur metabolism PAO1	Zinc transport system	1	2.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Ribosome PAO1	1	69.0
Nitrogen metabolism PAO1	Tyrosine metabolism PAO1	1	233.0
Histidine metabolism PAO1	Oxidative phosphorylation PAO1	1	83.0
Aminobenzoate degradation PAO1	Histidine metabolism PAO1	1	66.0
Macrolide resistance, MacAB-TolC transporter	Vanadium resistance, efflux pump MexGHI-OpmD	1	87.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Sulfate-sulfur assimilation	1	147.0
Bacterial chemotaxis PAO1	Benzoate degradation PAO1	1	40.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Dipeptide transport system	1	89.0
Denitrification, nitrate => nitrogen	Fructose and mannose metabolism PAO1	1	270.0
Oxidative phosphorylation PAO1	Phenazine biosynthesis PAO1	1	188.0
Arginine biosynthesis PAO1	Sulfur metabolism PAO1	1	127.0
Glycine betaine/proline transport system	Tetrahydrofolate biosynthesis, GTP => THF	1	153.0
Benzoate degradation PAO1	Oxidative phosphorylation PAO1	1	96.0
Bacterial chemotaxis PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	108.0
Denitrification, nitrate => nitrogen	Type VI secretion system	1	242.0
Aminobenzoate degradation PAO1	Cyanoamino acid metabolism PAO1	1	36.0
Arginine biosynthesis PAO1	Citrate cycle (TCA cycle) PAO1	1	255.0
Phosphate transport system	Phosphonate and phosphinate metabolism PAO1	1	149.0
Arginine and proline metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	35.0
Degradation of aromatic compounds PAO1	Histidine metabolism PAO1	1	66.0
Histidine metabolism PAO1	Nitrogen metabolism PAO1	1	66.0
Glycine, serine and threonine metabolism PAO1	Histidine metabolism PAO1	1	66.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Pentose phosphate pathway PAO1	1	242.0
Amino sugar and nucleotide sugar metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	129.0
Glyoxylate and dicarboxylate metabolism PAO1	NADH:quinone oxidoreductase, prokaryotes	1	96.0
Glyoxylate and dicarboxylate metabolism PAO1	Tyrosine metabolism PAO1	1	286.0
Glycerolipid metabolism PAO1	Styrene degradation PAO1	1	104.0
Ribosome PAO1	Sulfur metabolism PAO1	1	109.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Fructose and mannose metabolism PAO1	1	21.0
Propanoate metabolism PAO1	gamma-Hexachlorocyclohexane transport system	1	89.0
Hemophore/metalloprotease transport system	Quorum sensing PAO1	1	160.0
Glycine, serine and threonine metabolism PAO1	Quorum sensing PAO1	1	287.0
Amino sugar and nucleotide sugar metabolism PAO1	Type III secretion system	1	129.0
Arginine biosynthesis PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	62.0
Oxidative phosphorylation PAO1	Type VI secretion system	1	220.0
Denitrification, nitrate => nitrogen	Tyrosine metabolism PAO1	1	61.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Nitrogen metabolism PAO1	1	133.0
Arginine biosynthesis PAO1	Oxidative phosphorylation PAO1	1	216.0
Pentose phosphate pathway PAO1	Sulfur metabolism PAO1	1	43.0
Methane metabolism PAO1	Ribosome PAO1	1	44.0
Aminobenzoate degradation PAO1	NADH:quinone oxidoreductase, prokaryotes	1	96.0
Flagellar assembly PAO1	Glycine, serine and threonine metabolism PAO1	1	83.0
Dipeptide transport system	Glyoxylate and dicarboxylate metabolism PAO1	1	286.0
Aminobenzoate degradation PAO1	Glycine betaine/proline transport system	1	66.0
Oxidative phosphorylation PAO1	Styrene degradation PAO1	1	220.0
Phosphonate and phosphinate metabolism PAO1	Phosphonate transport system	1	149.0
Macrolide resistance, MacAB-TolC transporter	Styrene degradation PAO1	1	87.0
Vanadium resistance, efflux pump MexGHI-OpmD	Zinc transport system	1	87.0
Glycerolipid metabolism PAO1	Histidine metabolism PAO1	1	147.0
Citrate cycle (TCA cycle, Krebs cycle)	Oxidative phosphorylation PAO1	1	0.0
Sulfur metabolism PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	67.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Cysteine and methionine metabolism PAO1	1	142.0
Glyoxylate and dicarboxylate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	286.0
Oxidative phosphorylation PAO1	Peptidoglycan biosynthesis PAO1	1	94.0
Aminobenzoate degradation PAO1	Bacterial chemotaxis PAO1	1	40.0
Type VI secretion system	beta-Alanine metabolism PAO1	1	261.0
Styrene degradation PAO1	Tyrosine metabolism PAO1	1	104.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	beta-Alanine metabolism PAO1	1	261.0
Phenazine biosynthesis PAO1	Valine, leucine and isoleucine degradation PAO1	1	203.0
Flagellar assembly PAO1	Quorum sensing PAO1	1	158.0
Arginine and proline metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	35.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Denitrification, nitrate => nitrogen	1	76.0
Valine, leucine and isoleucine degradation PAO1	gamma-Hexachlorocyclohexane transport system	1	89.0
Histidine metabolism PAO1	Methane metabolism PAO1	1	66.0
Benzoate degradation PAO1	Macrolide resistance, MacAB-TolC transporter	1	87.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Cyanoamino acid metabolism PAO1	1	119.0
Phospholipid transport system	Valine, leucine and isoleucine degradation PAO1	1	279.0
Dipeptide transport system	Hemophore/metalloprotease transport system	1	160.0
Bacterial chemotaxis PAO1	Citrate cycle (TCA cycle) PAO1	1	255.0
Putative polar amino acid transport system	Zinc transport system	1	2.0
Glycine, serine and threonine metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	153.0
Citrate cycle (TCA cycle) PAO1	Citrate cycle (TCA cycle, Krebs cycle)	1	112.0
Macrolide resistance, MacAB-TolC transporter	Quorum sensing PAO1	1	260.0
Methane metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	153.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Type VI secretion system	1	27.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	76.0
Degradation of aromatic compounds PAO1	Quorum sensing PAO1	1	175.0
Fructose and mannose metabolism PAO1	Nitrogen metabolism PAO1	1	212.0
Amino sugar and nucleotide sugar metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	122.0
Glycerophospholipid metabolism PAO1	Phosphate transport system	1	149.0
Fructose and mannose metabolism PAO1	beta-Lactam resistance PAO1	1	17.0
Sulfur metabolism PAO1	Type VI secretion system	1	261.0
Phenylalanine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	271.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Quorum sensing PAO1	1	27.0
Aminobenzoate degradation PAO1	Phenazine biosynthesis PAO1	1	36.0
Nitrogen metabolism PAO1	Oxidative phosphorylation PAO1	1	76.0
Flagellar assembly PAO1	Methane metabolism PAO1	1	288.0
Flagellar assembly PAO1	Glycine betaine/proline transport system	1	83.0
Dipeptide transport system	Quorum sensing PAO1	1	160.0
