pw0	pw1	weight	features
Aminobenzoate degradation PAO1	Sulfur metabolism PAO1	1	198.0
Bacterial secretion system PAO1	Quorum sensing PAO1	1	218.0
Sulfate-sulfur assimilation	Zinc transport system	1	266.0
Nitrogen metabolism PAO1	Phenazine biosynthesis PAO1	1	260.0
Fructose and mannose metabolism PAO1	Sulfate-sulfur assimilation	1	266.0
Glycolysis / Gluconeogenesis PAO1	Ribosome, bacteria	1	114.0
Oxidative phosphorylation PAO1	Tyrosine metabolism PAO1	1	244.0
Cytochrome c oxidase, cbb3-type	Type VI secretion system	1	260.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Pentose phosphate pathway PAO1	1	288.0
Tyrosine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	96.0
Cytochrome c oxidase, cbb3-type	Phenazine biosynthesis PAO1	1	260.0
Bacterial secretion system PAO1	Sulfur metabolism PAO1	1	238.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Monobactam biosynthesis PAO1	1	158.0
Monobactam biosynthesis PAO1	Oxidative phosphorylation PAO1	1	158.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Denitrification, nitrate => nitrogen	1	278.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Fatty acid metabolism PAO1	1	69.0
Benzoate degradation PAO1	Quorum sensing PAO1	1	245.0
Denitrification, nitrate => nitrogen	Dipeptide transport system	1	219.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Sulfur metabolism PAO1	1	212.0
Glyoxylate and dicarboxylate metabolism PAO1	Quorum sensing PAO1	1	276.0
Denitrification, nitrate => nitrogen	Ribosome PAO1	1	129.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Ribosome, bacteria	1	100.0
Bacterial secretion system PAO1	Phenazine biosynthesis PAO1	1	238.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Sulfur metabolism PAO1	1	238.0
Glycine betaine/proline transport system	Vanadium resistance, efflux pump MexGHI-OpmD	1	36.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Oxidative phosphorylation PAO1	1	102.0
Iron complex transport system	Zinc transport system	1	10.0
Pentose phosphate pathway PAO1	Ribosome, bacteria	1	147.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine betaine/proline transport system	1	183.0
Multidrug resistance, efflux pump MexPQ-OpmE	Vanadium resistance, efflux pump MexGHI-OpmD	1	209.0
Pentose phosphate pathway PAO1	Type VI secretion system	1	289.0
Glutamate/aspartate transport system	Styrene degradation PAO1	1	144.0
Oxidative phosphorylation PAO1	Pyrimidine metabolism PAO1	1	102.0
Arginine biosynthesis PAO1	Phenazine biosynthesis PAO1	1	189.0
Iron complex transport system	Macrolide resistance, MacAB-TolC transporter	1	10.0
Alanine, aspartate and glutamate metabolism PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	286.0
Fructose and mannose metabolism PAO1	Glutamate/aspartate transport system	1	144.0
Citrate cycle (TCA cycle, Krebs cycle)	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	235.0
Cytochrome c oxidase, cbb3-type	Nitrogen metabolism PAO1	1	260.0
Histidine metabolism PAO1	Methane metabolism PAO1	1	27.0
Aminobenzoate degradation PAO1	Selenocompound metabolism PAO1	1	215.0
Flagellar assembly PAO1	Ribosome, bacteria	1	99.0
Sulfur metabolism PAO1	Type III secretion system	1	238.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Denitrification, nitrate => nitrogen	1	278.0
Pentose phosphate pathway PAO1	Type II general secretion pathway	1	290.0
Bacterial chemotaxis PAO1	Type III secretion system	1	165.0
Type III secretion system	Type VI secretion system	1	218.0
Glyoxylate and dicarboxylate metabolism PAO1	Phenazine biosynthesis PAO1	1	238.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Type III secretion system	1	208.0
Denitrification, nitrate => nitrogen	Glycine, serine and threonine metabolism PAO1	1	229.0
Dipeptide transport system	Methane metabolism PAO1	1	223.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	1	73.0
Glycine, serine and threonine metabolism PAO1	Sulfate-sulfur assimilation	1	155.0
Dipeptide transport system	Styrene degradation PAO1	1	144.0
Sulfate-sulfur assimilation	Type VI secretion system	1	155.0
Denitrification, nitrate => nitrogen	Propanoate metabolism PAO1	1	35.0
Denitrification, nitrate => nitrogen	Type VI secretion system	1	141.0
Arginine biosynthesis PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	189.0
Glutamate/aspartate transport system	Sulfur metabolism PAO1	1	144.0
Alanine, aspartate and glutamate metabolism PAO1	Aminobenzoate degradation PAO1	1	286.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Valine, leucine and isoleucine degradation PAO1	1	121.0
Benzoate degradation PAO1	Phenazine biosynthesis PAO1	1	245.0
Pentose phosphate pathway PAO1	Starch and sucrose metabolism PAO1	1	210.0
Bacterial chemotaxis PAO1	Oxidative phosphorylation PAO1	1	214.0
Glycolysis / Gluconeogenesis PAO1	Oxidative phosphorylation PAO1	1	114.0
Benzoate degradation PAO1	Type VI secretion system	1	246.0
Dipeptide transport system	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	1	223.0
NADH:quinone oxidoreductase, prokaryotes	Tyrosine metabolism PAO1	1	145.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	1	227.0
Bacterial secretion system PAO1	Phosphonate and phosphinate metabolism PAO1	1	249.0
Phenylalanine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	292.0
Benzoate degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	245.0
Aminobenzoate degradation PAO1	Macrolide resistance, MacAB-TolC transporter	1	158.0
Bacterial secretion system PAO1	Phosphate transport system	1	249.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Styrene degradation PAO1	1	231.0
Sulfate-sulfur assimilation	Tyrosine metabolism PAO1	1	266.0
Peptidoglycan biosynthesis PAO1	Ribosome, bacteria	1	85.0
Fructose and mannose metabolism PAO1	Glycine, serine and threonine metabolism PAO1	1	49.0
Citrate cycle (TCA cycle, Krebs cycle)	Oxidative phosphorylation PAO1	1	114.0
Dipeptide transport system	Pentose phosphate pathway PAO1	1	221.0
Aminobenzoate degradation PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	121.0
Propanoate metabolism PAO1	Quorum sensing PAO1	1	85.0
Dipeptide transport system	Fructose and mannose metabolism PAO1	1	144.0
Iron(III) transport system	Tyrosine metabolism PAO1	1	15.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Pentose phosphate pathway PAO1	1	289.0
Methane metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	155.0
Butanoate metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	145.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Nitrogen metabolism PAO1	1	83.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	221.0
Glutamate/aspartate transport system	Quorum sensing PAO1	1	144.0
Citrate cycle (TCA cycle, Krebs cycle)	Glycolysis / Gluconeogenesis PAO1	1	114.0
Fatty acid biosynthesis, elongation	Ribosome, bacteria	1	176.0
Fructose and mannose metabolism PAO1	Phenazine biosynthesis PAO1	1	295.0
Pentose phosphate pathway PAO1	Valine, leucine and isoleucine degradation PAO1	1	265.0
Fructose and mannose metabolism PAO1	Nitrogen metabolism PAO1	1	164.0
Glycine, serine and threonine metabolism PAO1	Nitrogen metabolism PAO1	1	73.0
Aminobenzoate degradation PAO1	Fructose and mannose metabolism PAO1	1	235.0
Degradation of aromatic compounds PAO1	Methane metabolism PAO1	1	142.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Monobactam biosynthesis PAO1	1	239.0
Chlorocyclohexane and chlorobenzene degradation PAO1	Methane metabolism PAO1	1	142.0
Spermidine/putrescine transport system	Tyrosine metabolism PAO1	1	184.0
Nitrogen metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	221.0
Arginine biosynthesis PAO1	Ribosome, bacteria	1	60.0
Arginine biosynthesis PAO1	Degradation of aromatic compounds PAO1	1	130.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycerophospholipid metabolism PAO1	1	294.0
Aminobenzoate degradation PAO1	Putative polar amino acid transport system	1	198.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	beta-Lactam resistance PAO1	1	122.0
Bacterial secretion system PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	238.0
Phenazine biosynthesis PAO1	Type III secretion system	1	238.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Oxidative phosphorylation PAO1	1	217.0
Peptidoglycan biosynthesis PAO1	Ribosome PAO1	1	85.0
Bacterial chemotaxis PAO1	Propanoate metabolism PAO1	1	194.0
Benzoate degradation PAO1	Cyanoamino acid metabolism PAO1	1	245.0
Flagellar assembly PAO1	Methane metabolism PAO1	1	259.0
Bacterial secretion system PAO1	Glycerophospholipid metabolism PAO1	1	249.0
Bacterial chemotaxis PAO1	Valine, leucine and isoleucine degradation PAO1	1	214.0
Dipeptide transport system	Glutamate/aspartate transport system	1	144.0
Bacterial chemotaxis PAO1	Tyrosine metabolism PAO1	1	297.0
Citrate cycle (TCA cycle) PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	235.0
Glycine betaine/proline transport system	Quorum sensing PAO1	1	36.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Sulfur metabolism PAO1	1	212.0
Glyoxylate and dicarboxylate metabolism PAO1	Type III secretion system	1	238.0
Aminobenzoate degradation PAO1	NitT/TauT family transport system	1	198.0
Bacterial chemotaxis PAO1	Pyruvate metabolism PAO1	1	194.0
Arginine biosynthesis PAO1	Bacterial chemotaxis PAO1	1	71.0
Glutamate/aspartate transport system	Valine, leucine and isoleucine degradation PAO1	1	144.0
Macrolide resistance, MacAB-TolC transporter	Type VI secretion system	1	143.0
Sulfur metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	296.0
Cyanoamino acid metabolism PAO1	Tyrosine metabolism PAO1	1	131.0
Denitrification, nitrate => nitrogen	beta-Alanine metabolism PAO1	1	255.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Pyrimidine metabolism PAO1	1	102.0
Flagellar assembly PAO1	Ribosome PAO1	1	99.0
Nitrogen metabolism PAO1	Phenylalanine metabolism PAO1	1	292.0
Phenazine biosynthesis PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	238.0
Denitrification, nitrate => nitrogen	Pentose phosphate pathway PAO1	1	47.0
Cyanoamino acid metabolism PAO1	Styrene degradation PAO1	1	40.0
Arginine biosynthesis PAO1	Oxidative phosphorylation PAO1	1	68.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type III secretion system	1	73.0
Dipeptide transport system	Quorum sensing PAO1	1	144.0
Aminobenzoate degradation PAO1	Butanoate metabolism PAO1	1	179.0
Degradation of aromatic compounds PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	121.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Nitrogen metabolism PAO1	1	270.0
Chlorocyclohexane and chlorobenzene degradation PAO1	Degradation of aromatic compounds PAO1	1	142.0
Methane metabolism PAO1	Oxidative phosphorylation PAO1	1	155.0
Aminobenzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	142.0
Citrate cycle (TCA cycle, Krebs cycle)	Fatty acid biosynthesis, elongation	1	176.0
Degradation of aromatic compounds PAO1	Glycine, serine and threonine metabolism PAO1	1	142.0
Benzoate degradation PAO1	Butanoate metabolism PAO1	1	179.0
NitT/TauT family transport system	Putative polar amino acid transport system	1	198.0
Glyoxylate and dicarboxylate metabolism PAO1	Sulfur metabolism PAO1	1	238.0
Degradation of aromatic compounds PAO1	Valine, leucine and isoleucine degradation PAO1	1	121.0
Aminobenzoate degradation PAO1	Methane metabolism PAO1	1	142.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Sulfur metabolism PAO1	1	212.0
Glycine, serine and threonine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	49.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Methane metabolism PAO1	1	183.0
Protein export PAO1	Ribosome, bacteria	1	254.0
Glyoxylate and dicarboxylate metabolism PAO1	NADH:quinone oxidoreductase, prokaryotes	1	145.0
Degradation of aromatic compounds PAO1	Starch and sucrose metabolism PAO1	1	210.0
Fructose and mannose metabolism PAO1	Styrene degradation PAO1	1	144.0
Putative polar amino acid transport system	Vanadium resistance, efflux pump MexGHI-OpmD	1	296.0
Butanoate metabolism PAO1	NADH:quinone oxidoreductase, prokaryotes	1	145.0
Aminobenzoate degradation PAO1	Chlorocyclohexane and chlorobenzene degradation PAO1	1	142.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Type III secretion system	1	238.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Dipeptide transport system	1	160.0
Fatty acid metabolism PAO1	Oxidative phosphorylation PAO1	1	69.0
Glutamate/aspartate transport system	Oxidative phosphorylation PAO1	1	68.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glycine, serine and threonine metabolism PAO1	1	73.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Ribosome, bacteria	1	254.0
Oxidative phosphorylation PAO1	Type III secretion system	1	182.0
Iron complex transport system	Phenazine biosynthesis PAO1	1	236.0
Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Methane metabolism PAO1	1	223.0
Dipeptide transport system	Tyrosine metabolism PAO1	1	160.0
Dissimilatory nitrate reduction, nitrate => ammonia	Tyrosine metabolism PAO1	1	135.0
Quorum sensing PAO1	Zinc transport system	1	231.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenazine biosynthesis PAO1	1	189.0
Fructose and mannose metabolism PAO1	Zinc transport system	1	266.0
