pw0	pw1	weight	features
Biosynthesis of siderophore group nonribosomal peptides PAO1	Zinc transport system	5	28.0 57.0 147.0 253.0 262.0
Phosphonate and phosphinate metabolism PAO1	Type II general secretion pathway	5	54.0 86.0 123.0 163.0 259.0
Aminobenzoate degradation PAO1	Valine, leucine and isoleucine degradation PAO1	5	81.0 228.0 260.0 265.0 267.0
Oxidative phosphorylation PAO1	Ribosome PAO1	4	37.0 38.0 125.0 242.0
Oxidative phosphorylation PAO1	Ribosome, bacteria	4	37.0 38.0 125.0 242.0
Bacterial chemotaxis PAO1	Flagellar assembly PAO1	4	84.0 119.0 193.0 237.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Nitrogen metabolism PAO1	4	162.0 250.0 293.0 295.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	4	26.0 79.0 255.0 293.0
Valine, leucine and isoleucine degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	4	81.0 84.0 89.0 265.0
Aminobenzoate degradation PAO1	Quorum sensing PAO1	4	88.0 136.0 201.0 265.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Quorum sensing PAO1	4	104.0 241.0 265.0 269.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Valine, leucine and isoleucine degradation PAO1	4	82.0 241.0 265.0 291.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	4	61.0 79.0 250.0 293.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron complex transport system	4	28.0 57.0 94.0 135.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cyanoamino acid metabolism PAO1	4	137.0 151.0 170.0 277.0
Aminobenzoate degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	4	81.0 178.0 265.0 272.0
Iron complex transport system	Zinc transport system	4	28.0 43.0 57.0 192.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	3	26.0 162.0 264.0
Arginine biosynthesis PAO1	Quorum sensing PAO1	3	49.0 150.0 170.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Quorum sensing PAO1	3	26.0 65.0 79.0
Purine metabolism PAO1	Ribosome, bacteria	3	37.0 99.0 125.0
Fructose and mannose metabolism PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	3	82.0 276.0 279.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type III secretion system	3	255.0 270.0 294.0
Glycerophospholipid metabolism PAO1	Phosphonate transport system	3	54.0 86.0 123.0
Sulfur metabolism PAO1	Type VI secretion system	3	9.0 165.0 269.0
Bacterial secretion system PAO1	Type VI secretion system	3	17.0 117.0 129.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Type VI secretion system	3	161.0 269.0 291.0
Phenazine biosynthesis PAO1	Type VI secretion system	3	114.0 232.0 277.0
Type VI secretion system	Tyrosine metabolism PAO1	3	130.0 154.0 277.0
Arginine biosynthesis PAO1	Cyanoamino acid metabolism PAO1	3	59.0 150.0 170.0
Aminobenzoate degradation PAO1	Tyrosine metabolism PAO1	3	190.0 228.0 265.0
Aminobenzoate degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	3	28.0 175.0 184.0
Denitrification, nitrate => nitrogen	Nitrogen metabolism PAO1	3	23.0 91.0 134.0
Cyanoamino acid metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	3	151.0 241.0 277.0
Glycolysis / Gluconeogenesis PAO1	Pentose phosphate pathway PAO1	3	72.0 268.0 286.0
Citrate cycle (TCA cycle) PAO1	Oxidative phosphorylation PAO1	3	38.0 125.0 239.0
Aminobenzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	3	40.0 42.0 293.0
Cyanoamino acid metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	3	60.0 194.0 269.0
Glycerophospholipid metabolism PAO1	Type II general secretion pathway	3	54.0 86.0 123.0
Benzoate degradation PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	3	131.0 232.0 293.0
Glycerophospholipid metabolism PAO1	Phosphonate and phosphinate metabolism PAO1	3	54.0 86.0 123.0
Citrate cycle (TCA cycle) PAO1	Ribosome, bacteria	3	22.0 38.0 125.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Valine, leucine and isoleucine degradation PAO1	3	96.0 151.0 277.0
Phosphonate transport system	Type II general secretion pathway	3	54.0 86.0 123.0
Nitrogen metabolism PAO1	Sulfur metabolism PAO1	3	55.0 134.0 293.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type VI secretion system	3	170.0 277.0 295.0
Quorum sensing PAO1	Sulfur metabolism PAO1	3	65.0 104.0 269.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Tyrosine metabolism PAO1	3	26.0 190.0 277.0
Dipeptide transport system	Tyrosine metabolism PAO1	3	30.0 190.0 216.0
Citrate cycle (TCA cycle) PAO1	Ribosome PAO1	3	22.0 38.0 125.0
Styrene degradation PAO1	Valine, leucine and isoleucine degradation PAO1	3	13.0 151.0 241.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Quorum sensing PAO1	2	26.0 98.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type III secretion system	2	65.0 255.0
Pentose phosphate pathway PAO1	Starch and sucrose metabolism PAO1	2	62.0 227.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Tyrosine metabolism PAO1	2	26.0 210.0
Type VI secretion system	Vanadium resistance, efflux pump MexGHI-OpmD	2	231.0 269.0
Type VI secretion system	Valine, leucine and isoleucine degradation PAO1	2	277.0 291.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenylalanine metabolism PAO1	2	287.0 290.0
Aminobenzoate degradation PAO1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	2	81.0 142.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Tyrosine metabolism PAO1	2	26.0 154.0
Quorum sensing PAO1	Starch and sucrose metabolism PAO1	2	38.0 98.0
Type III secretion system	Tyrosine metabolism PAO1	2	96.0 263.0
Quorum sensing PAO1	Type III secretion system	2	65.0 96.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine, serine and threonine metabolism PAO1	2	198.0 264.0
Arginine biosynthesis PAO1	Tyrosine metabolism PAO1	2	58.0 154.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Fructose and mannose metabolism PAO1	2	270.0 276.0
Citrate cycle (TCA cycle) PAO1	Flagellar assembly PAO1	2	119.0 288.0
Bacterial chemotaxis PAO1	Citrate cycle (TCA cycle) PAO1	2	95.0 119.0
Arginine biosynthesis PAO1	Phenazine biosynthesis PAO1	2	14.0 150.0
Phenazine biosynthesis PAO1	Type III secretion system	2	65.0 263.0
Aminobenzoate degradation PAO1	Zinc transport system	2	253.0 262.0
Arginine biosynthesis PAO1	Bacterial chemotaxis PAO1	2	13.0 95.0
Phenazine biosynthesis PAO1	Tyrosine metabolism PAO1	2	263.0 277.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Sulfur metabolism PAO1	2	104.0 269.0
Bacterial chemotaxis PAO1	Valine, leucine and isoleucine degradation PAO1	2	13.0 84.0
Dipeptide transport system	Leucine degradation, leucine => acetoacetate + acetyl-CoA	2	187.0 283.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Vanadium resistance, efflux pump MexGHI-OpmD	2	81.0 98.0
Phenazine biosynthesis PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	60.0 194.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Sulfur metabolism PAO1	2	173.0 293.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Nitrogen metabolism PAO1	2	250.0 293.0
Oxidative phosphorylation PAO1	Tyrosine metabolism PAO1	2	15.0 188.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Quorum sensing PAO1	2	79.0 250.0
Purine metabolism PAO1	Ribosome PAO1	2	37.0 125.0
Sulfur metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	227.0 269.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Flagellar assembly PAO1	2	209.0 297.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine betaine/proline transport system	2	198.0 264.0
Dipeptide transport system	Valine, leucine and isoleucine degradation PAO1	2	216.0 283.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Oxidative phosphorylation PAO1	2	127.0 173.0
Nitrogen metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	194.0 272.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Sulfur metabolism PAO1	2	65.0 293.0
Cyanoamino acid metabolism PAO1	Styrene degradation PAO1	2	151.0 241.0
Phenazine biosynthesis PAO1	Valine, leucine and isoleucine degradation PAO1	2	151.0 277.0
Glycine, serine and threonine metabolism PAO1	Oxidative phosphorylation PAO1	2	60.0 88.0
Benzoate degradation PAO1	Valine, leucine and isoleucine degradation PAO1	2	260.0 267.0
Pentose phosphate pathway PAO1	Tyrosine metabolism PAO1	2	72.0 190.0
Macrolide resistance, MacAB-TolC transporter	Zinc transport system	2	57.0 188.0
Cyanoamino acid metabolism PAO1	Tyrosine metabolism PAO1	2	116.0 277.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Styrene degradation PAO1	2	151.0 229.0
Phosphate transport system	Phosphonate transport system	2	54.0 142.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Leucine degradation, leucine => acetoacetate + acetyl-CoA	2	61.0 283.0
Arginine biosynthesis PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	2	162.0 170.0
Oxidative phosphorylation PAO1	Purine metabolism PAO1	2	37.0 125.0
Amino sugar and nucleotide sugar metabolism PAO1	Flagellar assembly PAO1	2	27.0 143.0
Alanine, aspartate and glutamate metabolism PAO1	Glycerolipid metabolism PAO1	2	110.0 172.0
NitT/TauT family transport system	Sulfur metabolism PAO1	2	107.0 204.0
Quorum sensing PAO1	Styrene degradation PAO1	2	151.0 241.0
Propanoate metabolism PAO1	Tyrosine metabolism PAO1	2	7.0 155.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Valine, leucine and isoleucine degradation PAO1	2	262.0 283.0
Phosphate transport system	Phosphonate and phosphinate metabolism PAO1	2	54.0 142.0
Aminobenzoate degradation PAO1	Degradation of aromatic compounds PAO1	2	88.0 113.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Vanadium resistance, efflux pump MexGHI-OpmD	2	265.0 269.0
Glyoxylate and dicarboxylate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	216.0 220.0
Cyanoamino acid metabolism PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	2	241.0 269.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenazine biosynthesis PAO1	2	151.0 277.0
Amino sugar and nucleotide sugar metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	97.0 144.0
Arginine biosynthesis PAO1	Valine, leucine and isoleucine degradation PAO1	2	13.0 58.0
Nitrogen metabolism PAO1	Quorum sensing PAO1	2	194.0 250.0
Glyoxylate and dicarboxylate metabolism PAO1	Oxidative phosphorylation PAO1	2	192.0 273.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pyocyanine biosynthesis, chorismate => pyocyanine	2	279.0 287.0
Dipeptide transport system	Glyoxylate and dicarboxylate metabolism PAO1	2	147.0 216.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Valine, leucine and isoleucine degradation PAO1	2	81.0 97.0
Sulfur metabolism PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	157.0
Pentose phosphate pathway PAO1	Phenylalanine metabolism PAO1	1	212.0
Glycine, serine and threonine metabolism PAO1	Tyrosine metabolism PAO1	1	282.0
Dipeptide transport system	Sulfate transport system	1	216.0
Denitrification, nitrate => nitrogen	Putative polar amino acid transport system	1	134.0
2-Oxocarboxylic acid metabolism PAO1	Purine metabolism PAO1	1	125.0
Glycolysis / Gluconeogenesis PAO1	Tyrosine metabolism PAO1	1	72.0
Cytochrome c oxidase, cbb3-type	Tyrosine metabolism PAO1	1	277.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Sulfate-sulfur assimilation	1	260.0
Flagellar assembly PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	84.0
Fructose and mannose metabolism PAO1	Nitrogen metabolism PAO1	1	64.0
Phosphonate and phosphinate metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	86.0
Oxidative phosphorylation PAO1	Propanoate metabolism PAO1	1	239.0
Aminobenzoate degradation PAO1	Starch and sucrose metabolism PAO1	1	253.0
Aminobenzoate degradation PAO1	Catechol ortho-cleavage, catechol => 3-oxoadipate	1	262.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Type VI secretion system	1	129.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Geraniol degradation PAO1	1	248.0
Fructose and mannose metabolism PAO1	Type III secretion system	1	270.0
Citrate cycle (TCA cycle) PAO1	beta-Lactam resistance PAO1	1	193.0
Ribosome PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	68.0
Starch and sucrose metabolism PAO1	Zinc transport system	1	253.0
Oxidative phosphorylation PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	87.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Propanoate metabolism PAO1	1	279.0
2-Oxocarboxylic acid metabolism PAO1	Putative polar amino acid transport system	1	47.0
Arginine biosynthesis PAO1	Multidrug resistance, efflux pump MexPQ-OpmE	1	154.0
Glyoxylate and dicarboxylate metabolism PAO1	Sulfate transport system	1	216.0
Arginine biosynthesis PAO1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	1	162.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Fructose and mannose metabolism PAO1	1	279.0
Nitrogen metabolism PAO1	Tyrosine metabolism PAO1	1	173.0
Pentose phosphate pathway PAO1	beta-Alanine metabolism PAO1	1	212.0
Degradation of aromatic compounds PAO1	Glycolysis / Gluconeogenesis PAO1	1	88.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Starch and sucrose metabolism PAO1	1	98.0
Ribosome, bacteria	Spermidine/putrescine transport system	1	54.0
Sulfate transport system	Tyrosine metabolism PAO1	1	216.0
Cyanoamino acid metabolism PAO1	Oxidative phosphorylation PAO1	1	140.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type VI secretion system	1	154.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glycerolipid metabolism PAO1	1	172.0
Aminobenzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	88.0
Benzoate degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	175.0
Oxidative phosphorylation PAO1	Spermidine/putrescine transport system	1	15.0
Aminobenzoate degradation PAO1	Glycine betaine/proline transport system	1	88.0
2-Oxocarboxylic acid metabolism PAO1	Ribosome PAO1	1	125.0
Citrate cycle (TCA cycle, Krebs cycle)	beta-Lactam resistance PAO1	1	237.0
Degradation of aromatic compounds PAO1	Glycine betaine/proline transport system	1	88.0
Histidine metabolism PAO1	Ribosome PAO1	1	244.0
Glycine betaine/proline transport system	Quorum sensing PAO1	1	88.0
Spermidine/putrescine transport system	Tyrosine metabolism PAO1	1	15.0
Aminobenzoate degradation PAO1	Flagellar assembly PAO1	1	184.0
Degradation of aromatic compounds PAO1	Oxidative phosphorylation PAO1	1	88.0
Glycerophospholipid metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	86.0
Phenylalanine metabolism PAO1	beta-Alanine metabolism PAO1	1	212.0
Fructose and mannose metabolism PAO1	Type VI secretion system	1	175.0
Catechol ortho-cleavage, catechol => 3-oxoadipate	Zinc transport system	1	262.0
Glutamate/aspartate transport system	Methane metabolism PAO1	1	138.0
Phenazine biosynthesis PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	14.0
Dipeptide transport system	Fructose and mannose metabolism PAO1	1	261.0
Sulfate transport system	Valine, leucine and isoleucine degradation PAO1	1	216.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Catechol ortho-cleavage, catechol => 3-oxoadipate	1	262.0
Glycolysis / Gluconeogenesis PAO1	Quorum sensing PAO1	1	88.0
Nitrogen metabolism PAO1	Putative polar amino acid transport system	1	134.0
Aminobenzoate degradation PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	265.0
Arginine and proline metabolism PAO1	Methane metabolism PAO1	1	156.0
Fructose and mannose metabolism PAO1	Spermidine/putrescine transport system	1	15.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Pyruvate metabolism PAO1	1	87.0
2-Oxocarboxylic acid metabolism PAO1	Ribosome, bacteria	1	125.0
Fructose and mannose metabolism PAO1	Phosphate transport system	1	142.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Valine, leucine and isoleucine degradation PAO1	1	283.0
Tyrosine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	265.0
Iron complex transport system	Macrolide resistance, MacAB-TolC transporter	1	57.0
Glycerophospholipid metabolism PAO1	Phosphate transport system	1	54.0
Degradation of aromatic compounds PAO1	Glycine, serine and threonine metabolism PAO1	1	88.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Spermidine/putrescine transport system	1	279.0
Arginine biosynthesis PAO1	Styrene degradation PAO1	1	13.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Fluorobenzoate degradation PAO1	1	142.0
Glyoxylate and dicarboxylate metabolism PAO1	Sulfur metabolism PAO1	1	215.0
2-Oxocarboxylic acid metabolism PAO1	Sulfur metabolism PAO1	1	47.0
NitT/TauT family transport system	Putative polar amino acid transport system	1	204.0
Nitrogen metabolism PAO1	Type VI secretion system	1	295.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Glycine betaine/proline transport system	1	264.0
Denitrification, nitrate => nitrogen	Sulfur metabolism PAO1	1	134.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	1	26.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Sulfur metabolism PAO1	1	248.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Sulfur metabolism PAO1	1	293.0
2-Oxocarboxylic acid metabolism PAO1	Oxidative phosphorylation PAO1	1	125.0
Alanine, aspartate and glutamate metabolism PAO1	Flagellar assembly PAO1	1	110.0
Glycine, serine and threonine metabolism PAO1	Type VI secretion system	1	21.0
Degradation of aromatic compounds PAO1	Type III secretion system	1	113.0
Nitrogen metabolism PAO1	Styrene degradation PAO1	1	88.0
Aminobenzoate degradation PAO1	Fluorobenzoate degradation PAO1	1	142.0
Iron complex transport system	Iron(III) transport system	1	94.0
Branched-chain amino acid transport system	Type III secretion system	1	292.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Glycerolipid metabolism PAO1	1	217.0
Glycine, serine and threonine metabolism PAO1	Zinc transport system	1	21.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Putative polar amino acid transport system	1	248.0
Geraniol degradation PAO1	Sulfur metabolism PAO1	1	248.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	79.0
Amino sugar and nucleotide sugar metabolism PAO1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	1	97.0
Arginine biosynthesis PAO1	Purine metabolism PAO1	1	99.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Glycine, serine and threonine metabolism PAO1	1	264.0
Fructose and mannose metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	82.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Valine, leucine and isoleucine degradation PAO1	1	214.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Nitrogen metabolism PAO1	1	162.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Nitrogen metabolism PAO1	1	293.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Dipeptide transport system	1	283.0
Aminobenzoate degradation PAO1	Type III secretion system	1	113.0
Glycine, serine and threonine metabolism PAO1	Glycolysis / Gluconeogenesis PAO1	1	88.0
Amino sugar and nucleotide sugar metabolism PAO1	Histidine metabolism PAO1	1	144.0
Benzoate degradation PAO1	Sulfur metabolism PAO1	1	293.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome PAO1	1	213.0
Glycolysis / Gluconeogenesis PAO1	Oxidative phosphorylation PAO1	1	88.0
Bacterial chemotaxis PAO1	Cyanoamino acid metabolism PAO1	1	193.0
Fructose and mannose metabolism PAO1	Phosphonate transport system	1	142.0
Flagellar assembly PAO1	Quorum sensing PAO1	1	84.0
Aminobenzoate degradation PAO1	Dipeptide transport system	1	190.0
Benzoate degradation PAO1	Methane metabolism PAO1	1	260.0
Citrate cycle (TCA cycle) PAO1	Propanoate metabolism PAO1	1	239.0
Aminobenzoate degradation PAO1	Glycolysis / Gluconeogenesis PAO1	1	88.0
Glycine, serine and threonine metabolism PAO1	Type III secretion system	1	290.0
2-Oxocarboxylic acid metabolism PAO1	Citrate cycle (TCA cycle) PAO1	1	125.0
Fructose and mannose metabolism PAO1	Tyrosine metabolism PAO1	1	15.0
Glycine, serine and threonine metabolism PAO1	Nitrogen metabolism PAO1	1	60.0
Cytochrome c oxidase, cbb3-type	Type VI secretion system	1	277.0
Aminobenzoate degradation PAO1	Oxidative phosphorylation PAO1	1	88.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cytochrome c oxidase, cbb3-type	1	277.0
Benzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	293.0
Bacterial chemotaxis PAO1	Styrene degradation PAO1	1	13.0
Phosphonate transport system	Tetrahydrofolate biosynthesis, GTP => THF	1	86.0
Glyoxylate and dicarboxylate metabolism PAO1	Quorum sensing PAO1	1	216.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Starch and sucrose metabolism PAO1	1	253.0
Degradation of aromatic compounds PAO1	Quorum sensing PAO1	1	88.0
Arginine biosynthesis PAO1	Type VI secretion system	1	170.0
Benzoate degradation PAO1	Nitrogen metabolism PAO1	1	293.0
Sulfur metabolism PAO1	Type III secretion system	1	65.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Phenazine biosynthesis PAO1	1	65.0
Tetrahydrofolate biosynthesis, GTP => THF	Type II general secretion pathway	1	86.0
Aminobenzoate degradation PAO1	beta-Alanine metabolism PAO1	1	42.0
Glycine betaine/proline transport system	Methane metabolism PAO1	1	218.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome, bacteria	1	213.0
Ribosome PAO1	Spermidine/putrescine transport system	1	54.0
Pentose phosphate pathway PAO1	Tryptophan biosynthesis, chorismate => tryptophan	1	286.0
Phenazine biosynthesis PAO1	Sulfur metabolism PAO1	1	65.0
Cytochrome c oxidase, cbb3-type	Quorum sensing PAO1	1	277.0
Phosphate transport system	Type II general secretion pathway	1	54.0
Arginine biosynthesis PAO1	Citrate cycle (TCA cycle) PAO1	1	95.0
Fructose and mannose metabolism PAO1	Phosphonate and phosphinate metabolism PAO1	1	142.0
Flagellar assembly PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	184.0
Bacterial secretion system PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	129.0
Fructose and mannose metabolism PAO1	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	1	64.0
Glycine betaine/proline transport system	Oxidative phosphorylation PAO1	1	88.0
Propanoate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	155.0
Arginine biosynthesis PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	184.0
Oxidative phosphorylation PAO1	Quorum sensing PAO1	1	88.0
Glycine betaine/proline transport system	Glycolysis / Gluconeogenesis PAO1	1	88.0
Methane metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	260.0
Histidine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	144.0
Oxidative phosphorylation PAO1	Sulfur metabolism PAO1	1	173.0
Cyanoamino acid metabolism PAO1	Nitrogen metabolism PAO1	1	194.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Oxidative phosphorylation PAO1	1	58.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Cysteine and methionine metabolism PAO1	1	264.0
Benzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	293.0
Oxidative phosphorylation PAO1	Vitamin B6 metabolism PAO1	1	235.0
Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Nitrogen metabolism PAO1	1	64.0
