pw0	pw1	weight	features
Biosynthesis of siderophore group nonribosomal peptides PAO1	Nitrogen metabolism PAO1	4	162.0 250.0 293.0 295.0
Phosphonate transport system	Type II general secretion pathway	4	54.0 86.0 123.0 142.0
Aminobenzoate degradation PAO1	Quorum sensing PAO1	4	88.0 136.0 201.0 265.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	4	79.0 149.0 250.0 293.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Nitrogen metabolism PAO1	3	130.0 250.0 293.0
Fructose and mannose metabolism PAO1	Phenazine biosynthesis PAO1	3	82.0 270.0 279.0
Benzoate degradation PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	3	131.0 232.0 293.0
Cyanoamino acid metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	3	60.0 194.0 269.0
Purine metabolism PAO1	Ribosome, bacteria	3	37.0 99.0 125.0
Denitrification, nitrate => nitrogen	Quorum sensing PAO1	3	26.0 79.0 281.0
Cyanoamino acid metabolism PAO1	Tyrosine metabolism PAO1	3	116.0 241.0 277.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Denitrification, nitrate => nitrogen	3	26.0 79.0 130.0
Glycerophospholipid metabolism PAO1	Phosphonate transport system	3	54.0 86.0 123.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Valine, leucine and isoleucine degradation PAO1	3	96.0 151.0 277.0
Bacterial secretion system PAO1	Type VI secretion system	3	17.0 117.0 129.0
Glycine, serine and threonine metabolism PAO1	Tyrosine metabolism PAO1	3	30.0 47.0 282.0
Cyanoamino acid metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	3	151.0 241.0 277.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type VI secretion system	3	170.0 277.0 295.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Tyrosine metabolism PAO1	3	26.0 190.0 277.0
Sulfur metabolism PAO1	Type VI secretion system	3	9.0 165.0 269.0
Styrene degradation PAO1	Valine, leucine and isoleucine degradation PAO1	3	151.0 214.0 241.0
Aminobenzoate degradation PAO1	Tyrosine metabolism PAO1	3	190.0 228.0 265.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenazine biosynthesis PAO1	3	151.0 270.0 277.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type III secretion system	3	255.0 270.0 294.0
Quorum sensing PAO1	Sulfur metabolism PAO1	3	65.0 104.0 269.0
Arginine biosynthesis PAO1	Quorum sensing PAO1	3	49.0 150.0 170.0
Glycerophospholipid metabolism PAO1	Phosphonate and phosphinate metabolism PAO1	3	54.0 86.0 123.0
Glycerophospholipid metabolism PAO1	Type II general secretion pathway	3	54.0 86.0 123.0
Type VI secretion system	Tyrosine metabolism PAO1	3	130.0 154.0 277.0
Glycolysis / Gluconeogenesis PAO1	Pentose phosphate pathway PAO1	3	72.0 268.0 286.0
Aminobenzoate degradation PAO1	Degradation of aromatic compounds PAO1	2	88.0 113.0
Phosphate transport system	Type II general secretion pathway	2	54.0 142.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Valine, leucine and isoleucine degradation PAO1	2	214.0 283.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Flagellar assembly PAO1	2	110.0 288.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Sulfur metabolism PAO1	2	65.0 293.0
Propanoate metabolism PAO1	Tyrosine metabolism PAO1	2	7.0 155.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Sulfur metabolism PAO1	2	173.0 293.0
Oxidative phosphorylation PAO1	Tyrosine metabolism PAO1	2	15.0 188.0
Arginine biosynthesis PAO1	Cytochrome c oxidase, cbb3-type	2	14.0 204.0
Phenazine biosynthesis PAO1	Sulfur metabolism PAO1	2	65.0 269.0
Purine metabolism PAO1	Ribosome PAO1	2	37.0 125.0
Citrate cycle (TCA cycle) PAO1	Citrate cycle (TCA cycle, Krebs cycle)	2	174.0 213.0
Type VI secretion system	Vanadium resistance, efflux pump MexGHI-OpmD	2	231.0 269.0
Amino sugar and nucleotide sugar metabolism PAO1	Flagellar assembly PAO1	2	27.0 143.0
Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Type III secretion system	2	48.0 294.0
Citrate cycle (TCA cycle) PAO1	Oxidative phosphorylation PAO1	2	125.0 239.0
2-Oxocarboxylic acid metabolism PAO1	Sulfur metabolism PAO1	2	47.0 157.0
Phosphate transport system	Phosphonate and phosphinate metabolism PAO1	2	54.0 142.0
Dipeptide transport system	Tyrosine metabolism PAO1	2	30.0 190.0
Benzoate degradation PAO1	Valine, leucine and isoleucine degradation PAO1	2	260.0 267.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type III secretion system	2	65.0 255.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenylalanine metabolism PAO1	2	287.0 290.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Denitrification, nitrate => nitrogen	2	26.0 79.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Flagellar assembly PAO1	2	209.0 297.0
Aminobenzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	2	88.0 175.0
Arginine biosynthesis PAO1	Phenazine biosynthesis PAO1	2	14.0 150.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Quorum sensing PAO1	2	79.0 250.0
Phosphate transport system	Phosphonate transport system	2	54.0 142.0
Quorum sensing PAO1	Styrene degradation PAO1	2	151.0 241.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Styrene degradation PAO1	2	131.0 151.0
Denitrification, nitrate => nitrogen	Vanadium resistance, efflux pump MexGHI-OpmD	2	79.0 89.0
Glycine, serine and threonine metabolism PAO1	Type VI secretion system	2	9.0 21.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine, serine and threonine metabolism PAO1	2	198.0 264.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine betaine/proline transport system	2	198.0 264.0
Glycine, serine and threonine metabolism PAO1	Oxidative phosphorylation PAO1	2	60.0 88.0
Benzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	2	223.0 293.0
Nitrogen metabolism PAO1	Sulfur metabolism PAO1	2	55.0 293.0
Arginine biosynthesis PAO1	Tyrosine metabolism PAO1	2	58.0 154.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Fructose and mannose metabolism PAO1	2	270.0 276.0
Pentose phosphate pathway PAO1	Starch and sucrose metabolism PAO1	2	62.0 227.0
Type VI secretion system	Valine, leucine and isoleucine degradation PAO1	2	277.0 291.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Oxidative phosphorylation PAO1	2	127.0 173.0
Nitrogen metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	194.0 272.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Tyrosine metabolism PAO1	2	26.0 154.0
Type III secretion system	Tyrosine metabolism PAO1	2	96.0 263.0
Cytochrome c oxidase, cbb3-type	Nitrogen metabolism PAO1	2	136.0 141.0
Phenazine biosynthesis PAO1	Styrene degradation PAO1	2	151.0 241.0
Cyanoamino acid metabolism PAO1	Styrene degradation PAO1	2	151.0 241.0
Nitrogen metabolism PAO1	Quorum sensing PAO1	2	194.0 250.0
Oxidative phosphorylation PAO1	Purine metabolism PAO1	2	37.0 125.0
Macrolide resistance, MacAB-TolC transporter	Zinc transport system	2	57.0 188.0
Arginine biosynthesis PAO1	Cyanoamino acid metabolism PAO1	2	150.0 170.0
Pentose phosphate pathway PAO1	Tyrosine metabolism PAO1	2	72.0 190.0
Aminobenzoate degradation PAO1	Chlorocyclohexane and chlorobenzene degradation PAO1	2	34.0 262.0
Aminobenzoate degradation PAO1	Zinc transport system	2	253.0 262.0
Cyanoamino acid metabolism PAO1	Nitrogen metabolism PAO1	2	194.0 250.0
Sulfur metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	227.0 269.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Nitrogen metabolism PAO1	2	250.0 293.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cytochrome c oxidase, cbb3-type	2	120.0 277.0
Glycerolipid metabolism PAO1	Pentose phosphate pathway PAO1	2	107.0 217.0
Aminobenzoate degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	2	28.0 184.0
Benzoate degradation PAO1	Styrene degradation PAO1	2	8.0 131.0
Quorum sensing PAO1	Type III secretion system	2	65.0 96.0
Cytochrome c oxidase, cbb3-type	Phenazine biosynthesis PAO1	2	14.0 277.0
NitT/TauT family transport system	Sulfur metabolism PAO1	2	107.0 204.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	2	61.0 154.0
Quorum sensing PAO1	Starch and sucrose metabolism PAO1	2	38.0 98.0
Amino sugar and nucleotide sugar metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	97.0 144.0
Degradation of aromatic compounds PAO1	Quorum sensing PAO1	1	88.0
Cyanoamino acid metabolism PAO1	Ribosome, bacteria	1	277.0
NitT/TauT family transport system	Putative polar amino acid transport system	1	204.0
Chlorocyclohexane and chlorobenzene degradation PAO1	Zinc transport system	1	262.0
Aminobenzoate degradation PAO1	Methane metabolism PAO1	1	260.0
Aminobenzoate degradation PAO1	Oxidative phosphorylation PAO1	1	88.0
Cytochrome c oxidase, cbb3-type	Tyrosine metabolism PAO1	1	277.0
Nitrogen metabolism PAO1	Type III secretion system	1	136.0
Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Phenazine biosynthesis PAO1	1	48.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Sulfate-sulfur assimilation	1	260.0
Glycerophospholipid metabolism PAO1	Phosphate transport system	1	54.0
Glycolysis / Gluconeogenesis PAO1	Sulfate-sulfur assimilation	1	286.0
Spermidine/putrescine transport system	Tyrosine metabolism PAO1	1	15.0
Cytochrome c oxidase, cbb3-type	Ribosome, bacteria	1	277.0
Pentose phosphate pathway PAO1	Phenazine biosynthesis PAO1	1	286.0
Aminobenzoate degradation PAO1	Styrene degradation PAO1	1	131.0
Phosphonate and phosphinate metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	86.0
Cyanoamino acid metabolism PAO1	Sulfur metabolism PAO1	1	269.0
Fructose and mannose metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	82.0
Bacterial secretion system PAO1	Phenazine biosynthesis PAO1	1	117.0
Type VI secretion system	Zinc transport system	1	21.0
Styrene degradation PAO1	Tyrosine metabolism PAO1	1	241.0
Oxidative phosphorylation PAO1	Spermidine/putrescine transport system	1	15.0
Dipeptide transport system	Glyoxylate and dicarboxylate metabolism PAO1	1	147.0
Flagellar assembly PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	184.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	61.0
Aminobenzoate degradation PAO1	Peptidoglycan biosynthesis PAO1	1	240.0
Glycine, serine and threonine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	47.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glycerolipid metabolism PAO1	1	172.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Valine, leucine and isoleucine degradation PAO1	1	97.0
Bacterial secretion system PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	129.0
Arginine biosynthesis PAO1	Multidrug resistance, efflux pump MexPQ-OpmE	1	154.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Vanadium resistance, efflux pump MexGHI-OpmD	1	79.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome PAO1	1	213.0
Aminobenzoate degradation PAO1	Sulfur metabolism PAO1	1	293.0
Denitrification, nitrate => nitrogen	Styrene degradation PAO1	1	88.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Macrolide resistance, MacAB-TolC transporter	1	57.0
Fructose and mannose metabolism PAO1	Phosphate transport system	1	142.0
Aminobenzoate degradation PAO1	Glycolysis / Gluconeogenesis PAO1	1	88.0
Cytochrome c oxidase, cbb3-type	Pyocyanine biosynthesis, chorismate => pyocyanine	1	14.0
Styrene degradation PAO1	Type II general secretion pathway	1	8.0
Degradation of aromatic compounds PAO1	Glycolysis / Gluconeogenesis PAO1	1	88.0
Oxidative phosphorylation PAO1	Type II general secretion pathway	1	247.0
Aminobenzoate degradation PAO1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	1	142.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron(III) transport system	1	94.0
Degradation of aromatic compounds PAO1	Oxidative phosphorylation PAO1	1	88.0
Gluconeogenesis, oxaloacetate => fructose-6P	Ribosome PAO1	1	49.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Styrene degradation PAO1	1	187.0
Glycine betaine/proline transport system	Quorum sensing PAO1	1	88.0
Aminobenzoate degradation PAO1	Type II general secretion pathway	1	197.0
Bacterial chemotaxis PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	84.0
Aminobenzoate degradation PAO1	Dipeptide transport system	1	190.0
Glycolysis / Gluconeogenesis PAO1	Phenazine biosynthesis PAO1	1	286.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	79.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	1	294.0
Dipeptide transport system	Pentose phosphate pathway PAO1	1	190.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Spermidine/putrescine transport system	1	279.0
Benzoate degradation PAO1	Methane metabolism PAO1	1	260.0
Dipeptide transport system	Valine, leucine and isoleucine degradation PAO1	1	283.0
Pentose phosphate pathway PAO1	Sulfate-sulfur assimilation	1	286.0
Denitrification, nitrate => nitrogen	Putative polar amino acid transport system	1	134.0
Ribosome, bacteria	Tyrosine metabolism PAO1	1	277.0
Aminobenzoate degradation PAO1	Denitrification, nitrate => nitrogen	1	75.0
Ribosome, bacteria	Spermidine/putrescine transport system	1	54.0
Amino sugar and nucleotide sugar metabolism PAO1	Histidine metabolism PAO1	1	144.0
Pentose phosphate pathway PAO1	beta-Alanine metabolism PAO1	1	212.0
Glycine, serine and threonine metabolism PAO1	Sulfur metabolism PAO1	1	9.0
Oxidative phosphorylation PAO1	Sulfur metabolism PAO1	1	173.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	130.0
Phosphonate transport system	Tetrahydrofolate biosynthesis, GTP => THF	1	86.0
Iron complex transport system	Macrolide resistance, MacAB-TolC transporter	1	57.0
Oxidative phosphorylation PAO1	Sulfate-sulfur assimilation	1	188.0
Amino sugar and nucleotide sugar metabolism PAO1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	1	97.0
Glyoxylate and dicarboxylate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	220.0
Glyoxylate and dicarboxylate metabolism PAO1	Sulfur metabolism PAO1	1	215.0
Glycerolipid metabolism PAO1	Oxidative phosphorylation PAO1	1	30.0
Glycine betaine/proline transport system	Oxidative phosphorylation PAO1	1	88.0
Dipeptide transport system	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	1	36.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Phenazine biosynthesis PAO1	1	279.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Dipeptide transport system	1	283.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Methane metabolism PAO1	1	157.0
Multidrug resistance, efflux pump MexPQ-OpmE	Tyrosine metabolism PAO1	1	154.0
Glutamate/aspartate transport system	Methane metabolism PAO1	1	138.0
Arginine biosynthesis PAO1	Ribosome, bacteria	1	99.0
Aminobenzoate degradation PAO1	Flagellar assembly PAO1	1	184.0
Oxidative phosphorylation PAO1	Quorum sensing PAO1	1	88.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Starch and sucrose metabolism PAO1	1	253.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Sulfur metabolism PAO1	1	293.0
Starch and sucrose metabolism PAO1	Zinc transport system	1	253.0
Dipeptide transport system	Glycine, serine and threonine metabolism PAO1	1	30.0
Fructose and mannose metabolism PAO1	Nitrogen metabolism PAO1	1	64.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Tyrosine metabolism PAO1	1	154.0
Flagellar assembly PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	84.0
Bacterial chemotaxis PAO1	Cyanoamino acid metabolism PAO1	1	193.0
Bacterial chemotaxis PAO1	Valine, leucine and isoleucine degradation PAO1	1	84.0
Glycolysis / Gluconeogenesis PAO1	Oxidative phosphorylation PAO1	1	88.0
Benzoate degradation PAO1	Sulfur metabolism PAO1	1	293.0
Aminobenzoate degradation PAO1	Type III secretion system	1	113.0
Arginine biosynthesis PAO1	Type VI secretion system	1	170.0
Fructose and mannose metabolism PAO1	Type III secretion system	1	270.0
Arginine biosynthesis PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	184.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	79.0
Dipeptide transport system	Fructose and mannose metabolism PAO1	1	261.0
Glycine, serine and threonine metabolism PAO1	Glycolysis / Gluconeogenesis PAO1	1	88.0
Glyoxylate and dicarboxylate metabolism PAO1	Oxidative phosphorylation PAO1	1	192.0
Valine, leucine and isoleucine degradation PAO1	Zinc transport system	1	209.0
Bacterial chemotaxis PAO1	Denitrification, nitrate => nitrogen	1	237.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glycine, serine and threonine metabolism PAO1	1	16.0
Flagellar assembly PAO1	Quorum sensing PAO1	1	84.0
Glycolysis / Gluconeogenesis PAO1	Quorum sensing PAO1	1	88.0
Aminobenzoate degradation PAO1	Glycine betaine/proline transport system	1	88.0
Aminobenzoate degradation PAO1	Pentose phosphate pathway PAO1	1	190.0
Tyrosine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	265.0
Denitrification, nitrate => nitrogen	Tyrosine metabolism PAO1	1	26.0
Histidine metabolism PAO1	Ribosome, bacteria	1	244.0
Glycerophospholipid metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	86.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Ribosome, bacteria	1	277.0
RNA degradation PAO1	Ribosome PAO1	1	186.0
Oxidative phosphorylation PAO1	Phenylalanine metabolism PAO1	1	233.0
Cyanoamino acid metabolism PAO1	Flagellar assembly PAO1	1	193.0
Cytochrome c oxidase, cbb3-type	Type III secretion system	1	136.0
Nitrogen metabolism PAO1	Tyrosine metabolism PAO1	1	173.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Dipeptide transport system	1	190.0
Sulfur metabolism PAO1	Type III secretion system	1	65.0
Chlorocyclohexane and chlorobenzene degradation PAO1	Nitrogen metabolism PAO1	1	34.0
Ribosome, bacteria	Valine, leucine and isoleucine biosynthesis PAO1	1	68.0
Degradation of aromatic compounds PAO1	Glycine betaine/proline transport system	1	88.0
Citrate cycle (TCA cycle) PAO1	Type VI secretion system	1	183.0
Glycine, serine and threonine metabolism PAO1	Quorum sensing PAO1	1	88.0
Denitrification, nitrate => nitrogen	Flagellar assembly PAO1	1	237.0
NADH:quinone oxidoreductase, prokaryotes	Oxidative phosphorylation PAO1	1	253.0
Cyanoamino acid metabolism PAO1	Oxidative phosphorylation PAO1	1	140.0
Oxidative phosphorylation PAO1	Phenazine biosynthesis PAO1	1	87.0
Sulfate-sulfur assimilation	Tyrosine metabolism PAO1	1	188.0
Arginine and proline metabolism PAO1	Methane metabolism PAO1	1	156.0
Arginine biosynthesis PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	170.0
Benzoate degradation PAO1	Type II general secretion pathway	1	8.0
NADH:quinone oxidoreductase, prokaryotes	Pentose phosphate pathway PAO1	1	253.0
Benzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	293.0
Nitrogen metabolism PAO1	Phenazine biosynthesis PAO1	1	194.0
Phenazine biosynthesis PAO1	Pyruvate metabolism PAO1	1	87.0
Denitrification, nitrate => nitrogen	Sulfur metabolism PAO1	1	134.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Cyanoamino acid metabolism PAO1	1	250.0
Ribosome, bacteria	Type VI secretion system	1	277.0
Gluconeogenesis, oxaloacetate => fructose-6P	Ribosome, bacteria	1	49.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Phospholipid transport system	1	25.0
Bacterial secretion system PAO1	Type III secretion system	1	17.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	gamma-Hexachlorocyclohexane transport system	1	18.0
F-type ATPase, prokaryotes and chloroplasts	RNA degradation PAO1	1	186.0
Cyanoamino acid metabolism PAO1	Cytochrome c oxidase, cbb3-type	1	277.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Tyrosine metabolism PAO1	1	210.0
Quorum sensing PAO1	Zinc transport system	1	147.0
Citrate cycle (TCA cycle) PAO1	Purine metabolism PAO1	1	125.0
Histidine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	144.0
Degradation of aromatic compounds PAO1	Type III secretion system	1	113.0
Dipeptide transport system	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	187.0
Arginine biosynthesis PAO1	Purine metabolism PAO1	1	99.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glycerolipid metabolism PAO1	1	110.0
Citrate cycle (TCA cycle) PAO1	F-type ATPase, prokaryotes and chloroplasts	1	186.0
Flagellar assembly PAO1	Glutamate/aspartate transport system	1	194.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Citrate cycle (TCA cycle) PAO1	1	288.0
Iron complex transport system	Iron(III) transport system	1	94.0
Histidine metabolism PAO1	Ribosome PAO1	1	244.0
Denitrification, nitrate => nitrogen	Nitrogen metabolism PAO1	1	130.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Valine, leucine and isoleucine degradation PAO1	1	262.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Pentose phosphate pathway PAO1	1	190.0
Glycolysis / Gluconeogenesis PAO1	Tyrosine metabolism PAO1	1	72.0
Cysteine biosynthesis, serine => cysteine	Flagellar assembly PAO1	1	27.0
F-type ATPase, prokaryotes and chloroplasts	Ribosome, bacteria	1	186.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Type VI secretion system	1	154.0
Flagellar assembly PAO1	Valine, leucine and isoleucine degradation PAO1	1	84.0
Fructose and mannose metabolism PAO1	Type II general secretion pathway	1	142.0
Dipeptide transport system	Styrene degradation PAO1	1	187.0
