p-value	side	q-value	pathway	feature
7.639873017020568e-05	neg	0.01337665119090882	Leucine degradation, leucine => acetoacetate + acetyl-CoA	27.0
0.00045322984724737765	neg	0.0337203006352049	Citrate cycle (TCA cycle) PAO1	27.0
0.00010881632805983777	neg	0.01337665119090882	Oxidative phosphorylation PAO1	27.0
1.4811921463602574e-10	neg	1.8366782614867194e-08	Phenazine biosynthesis PAO1	28.0
2.1242686518391497e-13	neg	7.902279384841636e-11	Nitrogen metabolism PAO1	28.0
3.7434988802113464e-11	neg	6.962907917193103e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	28.0
9.217708625460581e-07	neg	0.0003428987608671336	F-type ATPase, prokaryotes and chloroplasts	29.0
0.00012272947559611452	neg	0.0152184549739182	Purine metabolism PAO1	29.0
4.983072259843879e-05	neg	0.009268514403309613	Putrescine transport system	29.0
1.1488410539395014e-13	pos	4.273688720654945e-11	Valine, leucine and isoleucine degradation PAO1	30.0
6.681897916340697e-05	pos	0.008285553416262465	Glyoxylate and dicarboxylate metabolism PAO1	30.0
0.00016916222569419076	pos	0.01573208698955974	Flagellar assembly PAO1	30.0
0.000523692592176568	neg	0.032468940714947214	Pyruvate metabolism PAO1	30.0
1.7976364957722828e-08	neg	3.3436038821364455e-06	Pentose phosphate pathway PAO1	30.0
0.00048139106703840154	neg	0.032468940714947214	Oxidative phosphorylation PAO1	30.0
1.1722133944133882e-12	pos	4.3606338272178037e-10	Quorum sensing PAO1	31.0
3.499432439401268e-10	neg	6.508944337286357e-08	Cationic antimicrobial peptide (CAMP) resistance PAO1	31.0
4.4158669081745855e-06	pos	0.0016427024898409456	Amino sugar and nucleotide sugar metabolism PAO1	32.0
8.675046114615337e-06	neg	0.0016135585773184526	Denitrification, nitrate => nitrogen	33.0
1.7519025691231822e-07	neg	6.517077557138237e-05	Vanadium resistance, efflux pump MexGHI-OpmD	33.0
0.00016574291562806046	neg	0.020552121537879497	Biosynthesis of siderophore group nonribosomal peptides PAO1	33.0
8.283025592433063e-05	neg	0.007703213800962748	Cytochrome c oxidase, cbb3-type	34.0
8.283025592433063e-05	neg	0.007703213800962748	Vanadium resistance, efflux pump MexGHI-OpmD	34.0
8.283025592433063e-05	neg	0.007703213800962748	Phenazine biosynthesis PAO1	34.0
2.1083453583861245e-10	neg	7.843044733196382e-08	Quorum sensing PAO1	34.0
0.00024702738845270737	neg	0.018378837700881428	Cyanoamino acid metabolism PAO1	34.0
1.2766857638515596e-06	pos	0.00023746355207639007	Tyrosine metabolism PAO1	35.0
8.021192082365296e-06	pos	0.0009946278182132967	Pentose phosphate pathway PAO1	35.0
1.435074999866947e-05	pos	0.0013346197498762607	Biosynthesis of siderophore group nonribosomal peptides PAO1	35.0
0.0004911470163415654	pos	0.03654133801581247	Glycerolipid metabolism PAO1	35.0
5.825058712879365e-10	neg	2.1669218411911237e-07	Sulfur metabolism PAO1	35.0
2.4199166232803188e-05	pos	0.004501044919301393	Tyrosine metabolism PAO1	36.0
1.5009035252195268e-12	pos	5.58336111381664e-10	Type VI secretion system	36.0
0.00013641818765369764	pos	0.01691585526905851	Selenocompound metabolism PAO1	36.0
1.1426582248734136e-05	pos	0.0042506885965290985	Arginine biosynthesis PAO1	37.0
0.0001903264576869618	neg	0.035400721129774895	Oxidative phosphorylation PAO1	37.0
2.0849378125425964e-31	neg	7.755968662658459e-29	Type III secretion system	38.0
0.00021128328383246517	neg	0.026199127195225682	Quorum sensing PAO1	38.0
0.00016176362663738815	neg	0.026199127195225682	Cationic antimicrobial peptide (CAMP) resistance PAO1	38.0
2.3007727481646405e-08	pos	4.279437311586231e-06	Benzoate degradation PAO1	39.0
2.4700074216172813e-05	pos	0.003062809202805429	Aminobenzoate degradation PAO1	39.0
1.5470023275612857e-08	pos	4.279437311586231e-06	Cationic antimicrobial peptide (CAMP) resistance PAO1	39.0
1.097386617347228e-07	neg	2.041139108265844e-05	Biosynthesis of siderophore group nonribosomal peptides PAO1	40.0
8.952164130488356e-05	neg	0.011100683521805562	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	40.0
5.1573394282198195e-11	neg	1.9185302672977728e-08	Cationic antimicrobial peptide (CAMP) resistance PAO1	40.0
7.328041465305393e-05	neg	0.02726031425093606	Degradation of aromatic compounds PAO1	41.0
4.8070175834560974e-05	neg	0.01788210541045668	Nitrogen metabolism PAO1	43.0
0.00012228194343574835	pos	0.011372220739524595	Arginine biosynthesis PAO1	47.0
1.4459975780754112e-05	pos	0.00179303699681351	Nitrogen metabolism PAO1	47.0
0.00018745473144061905	neg	0.013946632019182057	Glycine, serine and threonine metabolism PAO1	47.0
0.0006410222254000566	neg	0.03974337797480351	Selenocompound metabolism PAO1	47.0
4.4322754378500564e-08	neg	8.244032314401103e-06	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	47.0
5.2326810363890005e-15	neg	1.946557345536708e-12	Sulfur metabolism PAO1	47.0
0.0006567702247012824	pos	0.04886370471777541	Type II general secretion pathway	48.0
2.3018095240343938e-07	pos	4.2813657147039724e-05	Phosphate transport system	48.0
1.86847959203579e-09	pos	6.950744082373139e-07	Phosphonate and phosphinate metabolism PAO1	48.0
0.0005414881324371378	pos	0.04886370471777541	Glycerophospholipid metabolism PAO1	48.0
0.00010818228303540904	pos	0.01341460309639072	Phosphonate transport system	48.0
6.203372483756667e-09	pos	2.30765456395748e-06	Starch and sucrose metabolism PAO1	49.0
7.328041465305393e-05	neg	0.01363015712546803	Degradation of aromatic compounds PAO1	50.0
1.1933471822237182e-05	neg	0.004439251517872231	Aminobenzoate degradation PAO1	50.0
4.2715703485264065e-28	pos	1.5890241696518231e-25	Valine, leucine and isoleucine degradation PAO1	51.0
2.085952038669803e-07	pos	1.9399353959629166e-05	Tyrosine metabolism PAO1	51.0
4.396796697401312e-11	pos	8.132073641207544e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	51.0
0.0002112230220933033	pos	0.015315698084067858	Phenylalanine metabolism PAO1	51.0
0.00024702738845270737	neg	0.015315698084067858	Selenocompound metabolism PAO1	51.0
6.558123904199633e-11	neg	8.132073641207544e-09	Pentose phosphate pathway PAO1	51.0
1.2686181354177102e-11	pos	4.719259463753881e-09	Nitrogen metabolism PAO1	52.0
8.208818974036888e-38	pos	3.0536806583417223e-35	Type III secretion system	53.0
0.0001036839909452789	pos	0.019285222315821873	Degradation of aromatic compounds PAO1	53.0
2.577581080832988e-09	neg	9.588601620698715e-07	Type III secretion system	54.0
0.00020299903655403325	pos	0.03298788027706391	Glycine, serine and threonine metabolism PAO1	55.0
0.000266031292556967	pos	0.03298788027706391	Degradation of aromatic compounds PAO1	55.0
8.235822896367379e-05	pos	0.030637261174486646	Aminobenzoate degradation PAO1	55.0
6.072358027782587e-09	pos	1.129458593167561e-06	Tyrosine metabolism PAO1	57.0
6.434819275967964e-05	pos	0.005984381926650206	Oxidative phosphorylation PAO1	57.0
0.0003650284898307037	pos	0.027158119643404355	Methane metabolism PAO1	57.0
3.906567890705579e-05	neg	0.004844144184474918	Aminobenzoate degradation PAO1	57.0
3.839444380699984e-11	neg	1.4282733096203938e-08	Quorum sensing PAO1	57.0
6.772786293482635e-08	pos	2.51947650117554e-05	Degradation of aromatic compounds PAO1	58.0
8.235822896367379e-05	pos	0.015318630587243323	Aminobenzoate degradation PAO1	58.0
0.00047111134533492263	pos	0.03771341179892215	Glycine betaine/proline transport system	58.0
0.000266031292556967	pos	0.03298788027706391	Methane metabolism PAO1	58.0
0.000506900696222072	neg	0.03771341179892215	Hemophore/metalloprotease transport system	58.0
1.8606797021948268e-05	pos	0.0017304321230411888	Arginine biosynthesis PAO1	62.0
8.60987312604269e-06	pos	0.0010676242676292936	Flagellar assembly PAO1	62.0
4.183175784428104e-08	pos	1.5561413918072545e-05	Bacterial chemotaxis PAO1	62.0
5.782358136614432e-06	neg	0.0010676242676292936	Oxidative phosphorylation PAO1	62.0
1.3401786645224892e-11	neg	2.4927323160118297e-09	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	63.0
4.627456605521089e-19	neg	1.7214138572538452e-16	Sulfur metabolism PAO1	63.0
8.650326896104232e-07	neg	0.00010726405351169248	Type III secretion system	63.0
2.855913267937324e-05	pos	0.005311998678363423	Zinc transport system	65.0
0.00036787588170672573	neg	0.045616609331633994	Tyrosine metabolism PAO1	65.0
8.235150936192624e-35	neg	3.063476148263656e-32	Type III secretion system	65.0
3.079621430477627e-10	pos	1.1456191721376771e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	66.0
2.510596024310192e-05	pos	0.002334854302608478	Iron complex transport system	66.0
4.650254081412489e-07	neg	8.649472591427228e-05	beta-Alanine metabolism PAO1	66.0
1.3642630387536785e-05	neg	0.0016916861680545613	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	66.0
2.0117907942206323e-16	neg	7.483861754500752e-14	Type III secretion system	67.0
1.0377792740356454e-09	neg	1.2868462998042004e-07	Tyrosine metabolism PAO1	67.0
0.00022970175868330492	neg	0.014241509038364904	beta-Lactam resistance PAO1	67.0
3.36579944132492e-05	neg	0.0031301934804321752	Type VI secretion system	67.0
0.0003479520397887963	neg	0.016179769850179024	Vanadium resistance, efflux pump MexGHI-OpmD	67.0
0.0003479520397887963	neg	0.016179769850179024	Phenazine biosynthesis PAO1	67.0
1.383752513186999e-11	neg	2.573779674527818e-09	Quorum sensing PAO1	67.0
8.388183099526264e-05	neg	0.0062408082260475405	Bacterial secretion system PAO1	67.0
3.4388950077728213e-09	pos	4.2642298096382983e-07	Type VI secretion system	68.0
2.762180961499495e-09	pos	4.2642298096382983e-07	Bacterial secretion system PAO1	68.0
5.3112006267637753e-14	neg	1.9757666331561243e-11	Bacterial secretion system PAO1	68.0
2.008149938967778e-06	neg	0.00018675794432400334	Type III secretion system	68.0
0.00040661068015779495	neg	0.030251834603739945	Glycolysis / Gluconeogenesis PAO1	68.0
4.610436455203504e-05	neg	0.008575411806678517	Glycine, serine and threonine metabolism PAO1	69.0
1.5070338891421812e-13	neg	5.606166067608914e-11	Type VI secretion system	69.0
1.6165877168618636e-05	pos	0.006013706306726132	Putative polar amino acid transport system	70.0
0.0003601356891561249	pos	0.03349261909151961	Oxidative phosphorylation PAO1	71.0
0.00023008902028103927	pos	0.02853103851484887	Protein export PAO1	71.0
2.6485734983019963e-05	neg	0.009852693413683425	Type VI secretion system	71.0
9.845025268999871e-05	neg	0.01831174700033976	Oxidative phosphorylation PAO1	71.0
2.9229438354054604e-08	neg	5.436675533854156e-06	Ribosome PAO1	73.0
2.0426439617415486e-12	neg	7.598635537678561e-10	Ribosome, bacteria	73.0
1.798298418809746e-07	neg	2.2298900393240854e-05	Oxidative phosphorylation PAO1	73.0
0.0004023116098522258	neg	0.037414979716257	Protein export PAO1	73.0
1.7112455595680083e-11	pos	6.36583348159299e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	74.0
1.2147730443508288e-08	neg	2.2594778624925413e-06	Cationic antimicrobial peptide (CAMP) resistance PAO1	74.0
6.123927402439931e-05	neg	0.021553001569626716	Nitrogen metabolism PAO1	75.0
0.00011587635252487482	neg	0.021553001569626716	Biosynthesis of siderophore group nonribosomal peptides PAO1	75.0
3.2264434091982786e-05	pos	0.006001184741108797	Tyrosine metabolism PAO1	77.0
3.05477679221423e-24	pos	1.1363769667036934e-21	Type VI secretion system	77.0
3.7978934520334783e-07	neg	0.00014128163641564538	Benzoate degradation PAO1	80.0
1.351210038598509e-05	neg	0.0025132506717932264	Aminobenzoate degradation PAO1	80.0
7.423549665463422e-05	pos	0.01665102528270834	Pyruvate metabolism PAO1	81.0
8.952164130488356e-05	pos	0.01665102528270834	Vanadium resistance, efflux pump MexGHI-OpmD	81.0
0.00015890664531743176	pos	0.01970442401936154	Oxidative phosphorylation PAO1	81.0
0.0002601844509623075	pos	0.016131435959663064	Phenazine biosynthesis PAO1	82.0
2.7782740965081427e-21	pos	1.033517963901029e-18	Quorum sensing PAO1	82.0
1.232338462730782e-12	pos	2.2921495406792544e-10	Type VI secretion system	82.0
4.127678327879189e-06	pos	0.0005118321126570195	Cyanoamino acid metabolism PAO1	82.0
6.14568016505228e-05	neg	0.004572386042798896	Denitrification, nitrate => nitrogen	82.0
9.152689825164347e-06	neg	0.0008512001537402842	Aminobenzoate degradation PAO1	82.0
0.0009033930312680977	neg	0.04800888680453319	Biosynthesis of siderophore group nonribosomal peptides PAO1	82.0
0.00032807277836695455	pos	0.020340512258751182	Macrolide resistance, MacAB-TolC transporter	83.0
0.00011251440027936192	pos	0.008371071380784526	Zinc transport system	83.0
2.1616352323579373e-10	pos	8.041283064371526e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	83.0
1.9967772543335497e-05	pos	0.0024760037953736017	Iron complex transport system	83.0
8.231194950844597e-09	neg	1.531002260857095e-06	Glyoxylate and dicarboxylate metabolism PAO1	83.0
6.774477954686339e-05	neg	0.006300264497858294	Nitrogen metabolism PAO1	83.0
6.213687776334397e-06	pos	0.0011557459263981976	Cytochrome c oxidase, cbb3-type	85.0
2.4518633843502246e-05	pos	0.0030403105965942784	Vanadium resistance, efflux pump MexGHI-OpmD	85.0
6.213687776334397e-06	pos	0.0011557459263981976	Cyanoamino acid metabolism PAO1	85.0
2.9176322745620397e-05	pos	0.002713398015342697	Tyrosine metabolism PAO1	86.0
2.5700127067435227e-06	pos	0.0003186815756361968	Pentose phosphate pathway PAO1	86.0
2.4700015870778576e-06	neg	0.0003186815756361968	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	86.0
2.4534825353356035e-08	neg	9.126955031448444e-06	Cationic antimicrobial peptide (CAMP) resistance PAO1	86.0
4.601811550798456e-09	pos	1.7118738968970255e-06	Glycine, serine and threonine metabolism PAO1	87.0
0.00046682415130446203	pos	0.034731716857051974	Type II general secretion pathway	87.0
0.00046682415130446203	pos	0.034731716857051974	Methane metabolism PAO1	87.0
1.3314872669618318e-06	neg	0.00021178154626104348	Glycine, serine and threonine metabolism PAO1	87.0
1.7079156956535764e-06	neg	0.00021178154626104348	Tyrosine metabolism PAO1	87.0
1.4638712108678804e-06	pos	0.00027228004522142574	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	88.0
4.786178579039142e-07	pos	0.00017804584314025607	Cationic antimicrobial peptide (CAMP) resistance PAO1	88.0
1.8223257482019326e-17	pos	6.7790517833111885e-15	Ribosome PAO1	89.0
5.08845212063153e-14	pos	9.464520944374645e-12	Ribosome, bacteria	89.0
2.7581795677787515e-08	pos	3.420142664045652e-06	Citrate cycle (TCA cycle) PAO1	89.0
5.92841238046385e-05	pos	0.004410738811065105	Oxidative phosphorylation PAO1	89.0
1.365361063237203e-07	pos	1.2697857888105988e-05	Citrate cycle (TCA cycle, Krebs cycle)	89.0
1.084177575985075e-08	pos	2.016570291332239e-06	Type VI secretion system	90.0
0.00019008731673301178	pos	0.017678120456170093	Phenazine biosynthesis PAO1	90.0
1.9846526784065792e-21	pos	7.382907963672474e-19	Quorum sensing PAO1	90.0
2.5701367865539888e-06	pos	0.0003186969615326946	Cyanoamino acid metabolism PAO1	90.0
7.787677449846949e-10	pos	2.897016011343065e-07	Starch and sucrose metabolism PAO1	91.0
1.1154452921387343e-07	neg	2.060077583818322e-05	Valine, leucine and isoleucine degradation PAO1	91.0
1.522315391856137e-05	neg	0.0011326026515409658	Aminobenzoate degradation PAO1	91.0
7.764869854113887e-07	neg	7.221328964325915e-05	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	91.0
1.6613528901760663e-07	neg	2.060077583818322e-05	Cationic antimicrobial peptide (CAMP) resistance PAO1	91.0
7.386121643676966e-05	neg	0.009158790838159438	Type VI secretion system	93.0
0.00039661075483767347	neg	0.03688480019990363	Vanadium resistance, efflux pump MexGHI-OpmD	93.0
2.392965726935583e-10	neg	4.4509162521001843e-08	Nitrogen metabolism PAO1	93.0
3.083288068217701e-13	neg	1.1469831613769847e-10	Sulfur metabolism PAO1	93.0
5.59502526293234e-05	neg	0.006937831326036101	Aminobenzoate degradation PAO1	94.0
3.3484915256785995e-06	neg	0.001245638847552439	Amino sugar and nucleotide sugar metabolism PAO1	94.0
4.846839901835868e-05	neg	0.006937831326036101	Cationic antimicrobial peptide (CAMP) resistance PAO1	94.0
6.468836598315405e-06	pos	0.0012032036072866653	Ribosome PAO1	95.0
1.7422181729190193e-10	pos	6.481051603258752e-08	Ribosome, bacteria	95.0
0.00011700916855430328	pos	0.014509136900733606	Phenylalanine metabolism PAO1	95.0
9.527289586539262e-37	pos	3.5441517261926054e-34	Type III secretion system	96.0
5.830679422160239e-05	neg	0.010845063725218044	Vanadium resistance, efflux pump MexGHI-OpmD	96.0
0.00013934972467269635	pos	0.008639682929707173	Cytochrome c oxidase, cbb3-type	97.0
1.607784816851817e-06	pos	0.0004092321939300606	Denitrification, nitrate => nitrogen	97.0
2.200173085645487e-06	pos	0.0004092321939300606	Tyrosine metabolism PAO1	97.0
1.864705073003924e-05	pos	0.001734175717893649	Glyoxylate and dicarboxylate metabolism PAO1	97.0
7.940092367980008e-06	neg	0.000984571453629521	Aminobenzoate degradation PAO1	97.0
4.165235643682844e-05	neg	0.003098935318900036	Quorum sensing PAO1	97.0
3.0346691471638967e-05	neg	0.005644484613724848	Ribosome PAO1	98.0
8.659389944685406e-12	neg	3.2212930594229705e-09	Ribosome, bacteria	98.0
8.61434661613032e-05	neg	0.03204536941200479	Ribosome, bacteria	99.0
2.0238534163218565e-07	pos	7.528734708717306e-05	Quorum sensing PAO1	100.0
9.527289586539262e-37	pos	3.5441517261926054e-34	Type III secretion system	101.0
3.8371618279390995e-06	pos	0.0007137120999966724	Glycine, serine and threonine metabolism PAO1	101.0
0.0001359952648232725	neg	0.01686341283808579	Phosphotransferase system (PTS) PAO1	101.0
3.647685325018625e-14	pos	6.784694704534642e-12	Ribosome PAO1	102.0
2.5791749274366337e-19	pos	9.594530730064276e-17	Ribosome, bacteria	102.0
2.9521826099554693e-05	pos	0.005491059654517173	Porphyrin and chlorophyll metabolism PAO1	103.0
5.452176049162669e-10	neg	2.0282094902885125e-07	Sulfur metabolism PAO1	103.0
1.7551987322496018e-16	pos	3.264669641984259e-14	Quorum sensing PAO1	104.0
4.354103851688227e-20	neg	1.6197266328280205e-17	Type VI secretion system	104.0
1.1953531745256082e-11	pos	4.446713809235262e-09	Valine, leucine and isoleucine degradation PAO1	105.0
6.120018692225836e-05	neg	0.011383234767540055	Flagellar assembly PAO1	105.0
3.003576638782822e-05	pos	0.002793326274068024	NitT/TauT family transport system	106.0
3.655323898889384e-08	pos	4.532601634622836e-06	Putative polar amino acid transport system	106.0
1.462773945676531e-41	pos	5.441519077916695e-39	Sulfur metabolism PAO1	106.0
1.3381215036493048e-09	neg	2.4889059967877065e-07	Tyrosine metabolism PAO1	106.0
4.831384117328806e-21	neg	8.986374458231579e-19	Ribosome PAO1	107.0
4.201740866142131e-27	neg	1.5630476022048725e-24	Ribosome, bacteria	107.0
1.0616012155916534e-05	neg	0.0013163855073336501	Oxidative phosphorylation PAO1	107.0
3.101458950295263e-23	neg	5.768713647549189e-21	Ribosome PAO1	109.0
5.113935814320787e-39	neg	1.9023841229273326e-36	Ribosome, bacteria	109.0
