p-value	side	q-value	pathway	feature
0.00020680294286558228	neg	0.01923267368649915	Oxidative phosphorylation PAO1	30.0
0.0005925120868614641	neg	0.04408289926249293	Glycerolipid metabolism PAO1	30.0
5.743806452449528e-05	neg	0.02136696000311224	Spermidine/putrescine transport system	31.0
1.0280547146215947e-06	neg	0.0003824363538392332	NADH:quinone oxidoreductase, prokaryotes	32.0
5.697139888084584e-13	neg	2.1193360383674652e-10	Nitrogen metabolism PAO1	33.0
0.0002875751172103522	pos	0.02674448590056275	Chlorocyclohexane and chlorobenzene degradation PAO1	34.0
1.8049352911252003e-05	pos	0.0022381197609952484	Aminobenzoate degradation PAO1	34.0
2.4023471270206817e-11	pos	4.468365656258467e-09	Nitrogen metabolism PAO1	34.0
2.320398785235118e-11	neg	4.468365656258467e-09	Phenazine biosynthesis PAO1	34.0
0.0001464211425375514	pos	0.018156221674656376	Dipeptide transport system	36.0
2.455673469756603e-05	pos	0.004567552653747281	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	36.0
9.152689825164347e-06	neg	0.0034048006149611366	Zinc transport system	36.0
8.033074757987574e-07	pos	7.470759524928443e-05	Citrate cycle (TCA cycle) PAO1	37.0
3.7915557372838227e-10	neg	7.05229367134791e-08	Ribosome PAO1	37.0
4.979557458242717e-12	neg	1.8523953744662904e-09	Ribosome, bacteria	37.0
8.960598496437759e-05	neg	0.006666685281349693	Purine metabolism PAO1	37.0
3.5593176936490806e-08	neg	4.41355394012486e-06	Oxidative phosphorylation PAO1	37.0
7.8753343834185e-14	pos	9.765414635438941e-12	Ribosome PAO1	38.0
2.0007433682503814e-23	pos	7.442765329891418e-21	Ribosome, bacteria	38.0
6.882366739812212e-07	pos	6.400601068025357e-05	Oxidative phosphorylation PAO1	38.0
5.172631389417714e-14	neg	9.621094384316948e-12	Starch and sucrose metabolism PAO1	38.0
0.00022794643234148328	neg	0.016959214566206356	Quorum sensing PAO1	38.0
3.106973354338353e-05	pos	0.011557940878138672	Bacterial chemotaxis PAO1	39.0
3.6757330402098357e-07	neg	0.0001367372690958059	Aminobenzoate degradation PAO1	40.0
0.00010738699062189622	neg	0.019973980255672694	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	40.0
4.5014303607308504e-08	neg	1.6745320941918762e-05	Nitrogen metabolism PAO1	41.0
5.8078399296670945e-05	pos	0.010802582269180796	Type III secretion system	42.0
2.992879187173116e-05	neg	0.010802582269180796	Aminobenzoate degradation PAO1	42.0
0.0001351270057432206	neg	0.016755748712159353	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	42.0
9.152689825164347e-06	pos	0.0034048006149611366	Zinc transport system	43.0
5.370952700192951e-05	pos	0.009989972022358889	Iron complex transport system	43.0
6.556834323540853e-13	neg	2.4391423683571973e-10	Cationic antimicrobial peptide (CAMP) resistance PAO1	46.0
5.337655535918306e-06	pos	0.0003971215718723219	Putative polar amino acid transport system	47.0
5.272837775626619e-06	pos	0.0003971215718723219	2-Oxocarboxylic acid metabolism PAO1	47.0
2.206322196315361e-36	pos	8.207518570293143e-34	Sulfur metabolism PAO1	47.0
0.00017149890509207495	neg	0.010632932115708647	Glycine, serine and threonine metabolism PAO1	47.0
9.602902766661376e-16	neg	1.7861399145990157e-13	Valine, leucine and isoleucine degradation PAO1	47.0
9.818639030219137e-09	neg	1.217511239747173e-06	Tyrosine metabolism PAO1	47.0
1.1902787512353418e-37	pos	4.427836954595471e-35	Type III secretion system	48.0
1.5876790623888954e-07	pos	2.953083056043345e-05	Phenazine biosynthesis PAO1	48.0
0.00010738699062189622	pos	0.01331598683711513	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	48.0
0.00020015687725714632	pos	0.01812122892343048	Gluconeogenesis, oxaloacetate => fructose-6P	49.0
2.788507057250051e-16	pos	5.1866231264850943e-14	Ribosome PAO1	49.0
4.201740866142131e-27	pos	1.5630476022048725e-24	Ribosome, bacteria	49.0
0.0002435649048848183	neg	0.01812122892343048	Arginine biosynthesis PAO1	49.0
1.3290275941771703e-06	neg	0.00016479942167796913	Quorum sensing PAO1	49.0
0.00016605030128830387	neg	0.030885356039624518	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	51.0
4.796381519893097e-10	neg	1.7842539254002319e-07	Cationic antimicrobial peptide (CAMP) resistance PAO1	51.0
7.832494592404976e-05	pos	0.029136879883746507	Amino sugar and nucleotide sugar metabolism PAO1	53.0
1.7456810483894665e-13	pos	6.493933500008815e-11	Ribosome, bacteria	54.0
9.738045286528155e-05	pos	0.005175075495126391	Spermidine/putrescine transport system	54.0
1.415628311029122e-09	neg	2.6330686585141666e-07	Type II general secretion pathway	54.0
1.7300206069000124e-05	neg	0.0012871353315336092	Phosphate transport system	54.0
5.7236696126169496e-08	neg	7.097350319645018e-06	Phosphonate and phosphinate metabolism PAO1	54.0
1.5601791961813503e-05	neg	0.0012871353315336092	Glycerophospholipid metabolism PAO1	54.0
5.949208699879895e-05	neg	0.003688509393925535	Phosphonate transport system	54.0
0.00035501677802726007	pos	0.04402208047538025	Pentose phosphate pathway PAO1	55.0
6.185668277589736e-05	neg	0.011505342996316907	Nitrogen metabolism PAO1	55.0
1.5606856614882236e-08	neg	5.805750660736192e-06	Sulfur metabolism PAO1	55.0
7.970419201124311e-10	neg	2.964995942818243e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	56.0
0.0002601844509623075	pos	0.024197153939494592	Macrolide resistance, MacAB-TolC transporter	57.0
7.967577898083493e-05	pos	0.009879796593623532	Zinc transport system	57.0
2.0553867041457972e-08	pos	7.646038539422365e-06	Biosynthesis of siderophore group nonribosomal peptides PAO1	57.0
0.0004560148964214426	pos	0.03392750829375533	Iron complex transport system	57.0
5.054491679442352e-07	neg	9.401354523762773e-05	Glyoxylate and dicarboxylate metabolism PAO1	57.0
2.90813234352845e-05	pos	0.0027045630794814584	Arginine biosynthesis PAO1	58.0
6.365082515011361e-10	pos	1.183905347792113e-07	Valine, leucine and isoleucine degradation PAO1	58.0
2.1352016452758086e-08	pos	2.6476500401420026e-06	Tyrosine metabolism PAO1	58.0
0.0001707274013869813	neg	0.012702118663191408	Oxidative phosphorylation PAO1	58.0
6.557333139840235e-17	neg	2.4393279280205672e-14	Cationic antimicrobial peptide (CAMP) resistance PAO1	58.0
5.8552740325252565e-06	pos	0.002178161940099395	Cyanoamino acid metabolism PAO1	59.0
0.00010738699062189622	pos	0.006657993418557565	Vanadium resistance, efflux pump MexGHI-OpmD	60.0
0.00010738699062189622	pos	0.006657993418557565	Phenazine biosynthesis PAO1	60.0
2.0668320328637347e-24	pos	7.688615162253092e-22	Quorum sensing PAO1	60.0
1.0841304263282322e-06	pos	0.0001344321728647008	Cyanoamino acid metabolism PAO1	60.0
3.463577376974078e-07	neg	6.442253921171784e-05	Glycine, serine and threonine metabolism PAO1	60.0
5.866331066640788e-05	neg	0.005455687891975932	Denitrification, nitrate => nitrogen	60.0
0.0008004047249492139	neg	0.04253579395444394	Oxidative phosphorylation PAO1	60.0
0.00019508961454177542	neg	0.024191112203180154	Leucine degradation, leucine => acetoacetate + acetyl-CoA	61.0
4.396796697401312e-11	neg	1.635608371433288e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	61.0
6.950490944110663e-08	neg	1.2927913156045833e-05	Cationic antimicrobial peptide (CAMP) resistance PAO1	61.0
1.9467839066324347e-16	pos	7.242036132672656e-14	Starch and sucrose metabolism PAO1	62.0
5.344889741531311e-10	pos	9.941494919248238e-08	Pentose phosphate pathway PAO1	62.0
2.0351835666167296e-10	neg	7.570882867814234e-08	Fructose and mannose metabolism PAO1	64.0
3.051010928077269e-06	neg	0.0005674880326223719	Nitrogen metabolism PAO1	64.0
2.705596208809994e-08	neg	5.0324089483865885e-06	Type III secretion system	65.0
0.00029006830800167423	neg	0.021581082115324564	Phenazine biosynthesis PAO1	65.0
1.9754967657861078e-07	neg	2.449615989574774e-05	Quorum sensing PAO1	65.0
5.222900995593004e-14	neg	1.9429191703605974e-11	Cationic antimicrobial peptide (CAMP) resistance PAO1	65.0
1.432916583683793e-05	neg	0.0013326124228259272	Sulfur metabolism PAO1	65.0
1.0959734176828498e-35	neg	4.077021113780201e-33	Type III secretion system	66.0
8.532120538910293e-06	pos	0.003173948840474629	Aminobenzoate degradation PAO1	67.0
1.3572689219441302e-09	neg	2.524520194816082e-07	Ribosome PAO1	68.0
1.6061073781597361e-10	neg	5.974719446754218e-08	Ribosome, bacteria	68.0
0.00012687646260409202	neg	0.01573268136290741	Valine, leucine and isoleucine biosynthesis PAO1	68.0
3.473754385849395e-05	pos	0.012922366315359748	Starch and sucrose metabolism PAO1	69.0
9.024012501559666e-07	pos	0.00016784663252900978	Tyrosine metabolism PAO1	72.0
6.484480884495996e-09	pos	2.4122268890325104e-06	Pentose phosphate pathway PAO1	72.0
0.00012864049821370533	pos	0.015951421778499463	Glycolysis / Gluconeogenesis PAO1	72.0
4.3572729093331296e-11	pos	1.620905522271924e-08	Denitrification, nitrate => nitrogen	74.0
3.181758394439468e-07	neg	5.91807061365741e-05	Aminobenzoate degradation PAO1	74.0
2.76556597168363e-10	neg	1.0287905414663103e-07	Denitrification, nitrate => nitrogen	75.0
3.743032177598688e-05	neg	0.0069620398503335585	Aminobenzoate degradation PAO1	75.0
2.5011884501800435e-11	neg	9.30442103466976e-09	Tyrosine metabolism PAO1	76.0
2.799967688100784e-07	pos	0.00010415879799734915	Starch and sucrose metabolism PAO1	78.0
0.00032807277836695455	neg	0.020340512258751182	Denitrification, nitrate => nitrogen	79.0
0.00032807277836695455	neg	0.020340512258751182	Vanadium resistance, efflux pump MexGHI-OpmD	79.0
3.9072635727163916e-08	neg	7.267510245252488e-06	Quorum sensing PAO1	79.0
2.1616352323579373e-10	neg	8.041283064371526e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	79.0
5.8552740325252565e-06	neg	0.0007260539800331318	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	79.0
0.00012099023712312627	neg	0.011252092052450743	Cationic antimicrobial peptide (CAMP) resistance PAO1	79.0
4.307444499042804e-10	neg	1.6023693536439229e-07	Valine, leucine and isoleucine degradation PAO1	81.0
3.134115925552319e-05	neg	0.003886303747684875	Aminobenzoate degradation PAO1	81.0
1.607784816851817e-06	neg	0.00029904797593443796	Vanadium resistance, efflux pump MexGHI-OpmD	81.0
8.097278112997847e-12	neg	3.0121874580351987e-09	Valine, leucine and isoleucine degradation PAO1	82.0
0.00012996972800692714	neg	0.016116246272858965	Fructose and mannose metabolism PAO1	82.0
1.1533302407732903e-08	neg	2.1451942478383197e-06	Phenazine biosynthesis PAO1	82.0
6.676224095524829e-10	pos	2.483555363535236e-07	Tyrosine metabolism PAO1	83.0
2.2707563577234135e-06	pos	0.0004223606825365549	Valine, leucine and isoleucine degradation PAO1	84.0
0.0005531761797613128	pos	0.04481040156628406	Vanadium resistance, efflux pump MexGHI-OpmD	84.0
0.0006022903436328503	pos	0.04481040156628406	Flagellar assembly PAO1	84.0
8.051989486680186e-06	pos	0.0009984466963483432	Bacterial chemotaxis PAO1	84.0
1.0398643315777118e-08	pos	3.868295313469088e-06	Quorum sensing PAO1	84.0
0.00010074638175034518	neg	0.0374776540111284	Type VI secretion system	85.0
1.186444461713726e-05	pos	0.00220678669878753	Type II general secretion pathway	86.0
0.0002104862974077108	pos	0.019575225658917103	Tetrahydrofolate biosynthesis, GTP => THF	86.0
1.6085853088775987e-09	pos	5.983937349024667e-07	Phosphonate and phosphinate metabolism PAO1	86.0
0.0004933811031119178	pos	0.03670755407152668	Glycerophospholipid metabolism PAO1	86.0
0.0001005669454203538	pos	0.012470301232123872	Phosphonate transport system	86.0
0.0002686447502664019	pos	0.024983961774775375	Pyruvate metabolism PAO1	87.0
3.8654119431354075e-05	pos	0.004793110809487905	Phenazine biosynthesis PAO1	87.0
2.0583131761843433e-05	pos	0.004793110809487905	Oxidative phosphorylation PAO1	87.0
3.3002697916407677e-05	neg	0.004793110809487905	Sulfur metabolism PAO1	87.0
0.0001614377929191841	pos	0.010009143160989414	Degradation of aromatic compounds PAO1	88.0
6.20324058879199e-05	pos	0.004615210998061241	Glycine, serine and threonine metabolism PAO1	88.0
3.906567890705579e-05	pos	0.003633108138356188	Aminobenzoate degradation PAO1	88.0
0.00022590853483959105	pos	0.012005424994332553	Glycine betaine/proline transport system	88.0
0.0007908637583638215	pos	0.03268903534570462	Quorum sensing PAO1	88.0
0.0006297866881293683	pos	0.029285080998015623	Oxidative phosphorylation PAO1	88.0
5.445196323481748e-07	pos	8.026893806258881e-05	Glycolysis / Gluconeogenesis PAO1	88.0
6.473301456660387e-07	neg	8.026893806258881e-05	Denitrification, nitrate => nitrogen	88.0
7.949464026274025e-08	neg	2.957200617773937e-05	Styrene degradation PAO1	88.0
1.4168055637232624e-11	pos	5.270516697050536e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	89.0
0.00012284863839443766	neg	0.01523323116091027	Denitrification, nitrate => nitrogen	89.0
2.7397180902070493e-07	neg	5.0958756477851113e-05	Valine, leucine and isoleucine degradation PAO1	89.0
0.0003658882918577302	neg	0.03402761114276891	Vanadium resistance, efflux pump MexGHI-OpmD	89.0
1.111673904684553e-09	neg	4.1354269254265373e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	90.0
1.1533302407732903e-08	pos	4.2903884956766395e-06	Denitrification, nitrate => nitrogen	91.0
3.806182141495819e-05	neg	0.007079498783182222	Tyrosine metabolism PAO1	91.0
0.00010701378468590322	neg	0.039809127903155994	Dipeptide transport system	93.0
8.860200770422723e-05	neg	0.010986648955324177	Iron(III) transport system	94.0
5.32117939271327e-10	neg	1.9794787340893365e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	94.0
8.863226568976395e-07	neg	0.00016485601418296094	Iron complex transport system	94.0
2.242731789683252e-05	pos	0.004171481128810849	Arginine biosynthesis PAO1	95.0
1.0434765332396863e-06	pos	0.00038817327036516327	Bacterial chemotaxis PAO1	95.0
5.5606059668101165e-05	neg	0.006895151398844545	Nitrogen metabolism PAO1	95.0
1.3584926136027568e-07	pos	1.6845308408674184e-05	Valine, leucine and isoleucine degradation PAO1	96.0
2.7320872787374597e-12	pos	5.081682338451675e-10	Biosynthesis of siderophore group nonribosomal peptides PAO1	96.0
6.866516312086232e-17	neg	2.5543440680960782e-14	Type III secretion system	96.0
1.218921082827211e-05	neg	0.000906877285623445	Tyrosine metabolism PAO1	96.0
7.851773786433067e-07	neg	7.302149621382752e-05	Quorum sensing PAO1	96.0
4.7803118696025024e-05	pos	0.005927586718307103	Quorum sensing PAO1	97.0
0.00020015687725714632	neg	0.018614589584914607	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	97.0
4.611862543525599e-05	neg	0.005927586718307103	Valine, leucine and isoleucine degradation PAO1	97.0
4.638460722397333e-06	neg	0.0017255073887318079	Amino sugar and nucleotide sugar metabolism PAO1	97.0
5.9077362074113005e-05	pos	0.016587847212494584	Starch and sucrose metabolism PAO1	98.0
8.918197426072358e-05	pos	0.016587847212494584	Quorum sensing PAO1	98.0
1.0869797824539456e-06	pos	0.0004043564790728677	Arginine biosynthesis PAO1	99.0
4.326662780047386e-05	pos	0.005365061847258759	Ribosome, bacteria	99.0
1.2097895748449889e-05	pos	0.002250208609211679	Purine metabolism PAO1	99.0
1.8281949615090857e-07	pos	3.400442628406899e-05	Spermidine/putrescine transport system	103.0
5.267558242109034e-14	neg	1.9595316660645603e-11	Valine, leucine and isoleucine degradation PAO1	103.0
1.430466224910758e-06	neg	0.000266066717833401	Quorum sensing PAO1	104.0
8.480719122445451e-09	neg	3.1548275135497075e-06	Sulfur metabolism PAO1	104.0
5.469311053119644e-10	pos	2.0345837117605073e-07	Starch and sucrose metabolism PAO1	105.0
2.4469145060238932e-37	pos	9.102521962408882e-35	Type III secretion system	106.0
1.9953706515022552e-09	pos	3.8320492376387174e-07	Pentose phosphate pathway PAO1	107.0
0.00041681821138384414	pos	0.0387640936586975	Glycerolipid metabolism PAO1	107.0
0.00036787588170672573	neg	0.0387640936586975	NitT/TauT family transport system	107.0
2.0602415256122137e-09	neg	3.8320492376387174e-07	Sulfur metabolism PAO1	107.0
6.610748528324391e-12	neg	2.4591984525366733e-09	Nitrogen metabolism PAO1	108.0
7.402173490015106e-05	pos	0.009178695127618732	Flagellar assembly PAO1	110.0
5.866331066640788e-05	pos	0.009178695127618732	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	110.0
0.0003485204221099136	pos	0.03241239925622196	Glycerolipid metabolism PAO1	110.0
2.6429220233008056e-06	neg	0.0009831669926678996	Tyrosine metabolism PAO1	110.0
3.733486846464186e-08	neg	1.3888571068846772e-05	beta-Lactam resistance PAO1	112.0
3.425263787654963e-29	pos	1.2741981290076463e-26	Type III secretion system	113.0
0.00010738699062189622	pos	0.01331598683711513	Degradation of aromatic compounds PAO1	113.0
2.120255554084186e-05	pos	0.0039436753305965855	Aminobenzoate degradation PAO1	113.0
9.761744993935322e-10	neg	1.81568456887197e-07	Type VI secretion system	114.0
0.00021574845484290274	neg	0.020064606300389955	Phenazine biosynthesis PAO1	114.0
1.051678782598012e-12	neg	3.912245071264605e-10	Quorum sensing PAO1	114.0
3.1115695668793124e-06	neg	0.00038583462629303473	Cyanoamino acid metabolism PAO1	114.0
2.7117544915173448e-08	pos	3.3625755694815077e-06	Pentose phosphate pathway PAO1	115.0
1.3828624272697272e-11	neg	5.144248229443385e-09	Valine, leucine and isoleucine degradation PAO1	115.0
1.606228592346549e-08	neg	2.987585181764581e-06	Tyrosine metabolism PAO1	115.0
2.0363934831206323e-05	neg	0.002525127919069584	Tyrosine metabolism PAO1	116.0
1.6923528174615525e-07	neg	6.295552480956975e-05	Quorum sensing PAO1	116.0
8.675046114615337e-06	neg	0.0016135585773184526	Cyanoamino acid metabolism PAO1	116.0
3.6561903156692314e-05	pos	0.003400256993572385	Bacterial secretion system PAO1	117.0
2.4807898571741797e-09	neg	3.076179422895983e-07	Type VI secretion system	117.0
6.175143579059423e-11	neg	2.2971534114101055e-08	Phenazine biosynthesis PAO1	117.0
2.3501601992772598e-09	neg	3.076179422895983e-07	Bacterial secretion system PAO1	117.0
6.157982834020992e-05	neg	0.022907696142558085	Tyrosine metabolism PAO1	118.0
2.136310424106064e-12	pos	7.947074777674558e-10	Flagellar assembly PAO1	119.0
5.804661842073107e-09	pos	1.0796671026255979e-06	Bacterial chemotaxis PAO1	119.0
4.497219629660286e-05	pos	0.016729657022336263	Pentose phosphate pathway PAO1	120.0
0.00030877820110458026	neg	0.03828849693696795	Cytochrome c oxidase, cbb3-type	120.0
0.000102814713497224	neg	0.01912353671048366	Biosynthesis of siderophore group nonribosomal peptides PAO1	120.0
0.00016024424667738157	pos	0.03038638809454333	beta-Lactam resistance PAO1	121.0
0.0001633676779276523	neg	0.03038638809454333	Flagellar assembly PAO1	121.0
3.241613074606756e-05	neg	0.012058800637537132	Arginine biosynthesis PAO1	122.0
1.6087008821509204e-07	pos	2.9921836408007118e-05	Type II general secretion pathway	123.0
1.0869788216099456e-09	pos	4.043561216388997e-07	Phosphonate and phosphinate metabolism PAO1	123.0
0.0003865668900691515	pos	0.035950720776431085	Glycerophospholipid metabolism PAO1	123.0
8.308913675105563e-05	pos	0.010303052957130899	Phosphonate transport system	123.0
7.987143387247755e-05	pos	0.009904057800187216	Histidine metabolism PAO1	124.0
6.773716549991857e-05	neg	0.009904057800187216	Aminobenzoate degradation PAO1	124.0
8.654905861347675e-09	neg	3.219624980421335e-06	Nitrogen metabolism PAO1	124.0
8.152287512750412e-16	pos	1.5163254773715766e-13	Ribosome PAO1	125.0
2.940987630062228e-20	pos	1.0940473983831487e-17	Ribosome, bacteria	125.0
0.0004788460860843838	pos	0.035626148804678154	Purine metabolism PAO1	125.0
7.082763358466811e-10	pos	6.586969923374134e-08	Citrate cycle (TCA cycle) PAO1	125.0
6.812014784999297e-11	pos	8.446898333399128e-09	Oxidative phosphorylation PAO1	125.0
1.375251084515093e-07	pos	2.557967017198073e-05	Biosynthesis of siderophore group nonribosomal peptides PAO1	127.0
0.00020680294286558228	pos	0.01923267368649915	Oxidative phosphorylation PAO1	127.0
4.2265597833587886e-09	neg	1.5722802394094692e-06	Cationic antimicrobial peptide (CAMP) resistance PAO1	127.0
8.952164130488356e-05	neg	0.011100683521805562	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	127.0
6.943477527051914e-07	pos	0.0002582973640063312	Arginine biosynthesis PAO1	128.0
0.0002104862974077108	neg	0.039150451317834206	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	128.0
0.0004540934035149248	pos	0.042230686526888	Type VI secretion system	129.0
5.327122341800058e-05	pos	0.009908447555748106	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	129.0
0.00032566036277174246	pos	0.04038188498369607	Bacterial secretion system PAO1	129.0
3.149296553609858e-10	neg	1.171538317942867e-07	Tyrosine metabolism PAO1	129.0
4.8138995796022395e-05	pos	0.0029846177393533886	Denitrification, nitrate => nitrogen	130.0
6.157689783692225e-07	pos	5.726651498833769e-05	Glyoxylate and dicarboxylate metabolism PAO1	130.0
0.000391202744346599	pos	0.020789631556704977	Nitrogen metabolism PAO1	130.0
