p-value	side	q-value	pathway	feature
1.529633356297727e-08	pos	5.690236085427544e-06	Oxidative phosphorylation PAO1	50.0
7.328041465305393e-05	pos	0.01363015712546803	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	50.0
1.2992925690797529e-24	pos	2.4166841784883403e-22	Ribosome PAO1	52.0
1.5354109790954291e-37	pos	5.711728842234996e-35	Ribosome, bacteria	52.0
1.3580428994777114e-07	pos	1.2629798965142715e-05	Citrate cycle (TCA cycle) PAO1	52.0
2.7601209806619737e-10	pos	3.422550016020848e-08	Oxidative phosphorylation PAO1	52.0
7.173053257631114e-06	pos	0.0005336751623677549	Citrate cycle (TCA cycle, Krebs cycle)	52.0
3.3579373000605864e-05	pos	0.00624576337811269	Spermidine/putrescine transport system	53.0
5.5198699961765525e-06	neg	0.002053391638577677	Valine, leucine and isoleucine degradation PAO1	53.0
2.528427022115937e-07	pos	9.405748522271285e-05	Arginine biosynthesis PAO1	54.0
4.63970094112375e-05	pos	0.00345193750019607	Histidine metabolism PAO1	54.0
2.125137413737059e-05	pos	0.0019763777947754647	Pentose phosphate pathway PAO1	54.0
7.913221692884253e-06	pos	0.001471859234876471	Glycolysis / Gluconeogenesis PAO1	54.0
1.3788058540655334e-05	neg	0.0017097192590412615	Quorum sensing PAO1	54.0
2.509881241504772e-05	pos	0.009336758218397752	Glycine, serine and threonine metabolism PAO1	58.0
8.407852683675405e-10	pos	1.0425737327757502e-07	Ribosome PAO1	59.0
6.944673617501971e-10	pos	1.0425737327757502e-07	Vanadium resistance, efflux pump MexGHI-OpmD	59.0
3.256294212009881e-12	pos	1.2113414468676756e-09	Ribosome, bacteria	59.0
2.399450022925604e-07	pos	2.975318028427749e-05	Valine, leucine and isoleucine degradation PAO1	60.0
1.2574934181399513e-11	pos	4.677875515480618e-09	Quorum sensing PAO1	60.0
5.344889741531311e-10	neg	9.941494919248238e-08	Cationic antimicrobial peptide (CAMP) resistance PAO1	60.0
2.4688347443967258e-08	pos	4.592032624577909e-06	Peptidoglycan biosynthesis PAO1	61.0
5.8078399296670945e-05	neg	0.007201721512787198	Aminobenzoate degradation PAO1	61.0
2.0240745621562753e-08	neg	4.592032624577909e-06	Sulfur metabolism PAO1	61.0
4.326662780047386e-05	neg	0.016095185541776275	Aminoacyl-tRNA biosynthesis, prokaryotes	62.0
2.344297805298206e-17	pos	8.720787835709325e-15	Starch and sucrose metabolism PAO1	63.0
4.377460085442088e-07	pos	0.00016284151517844566	Valine, leucine and isoleucine degradation PAO1	64.0
0.0003965136909259615	pos	0.049167697674819225	Flagellar assembly PAO1	65.0
9.050162360479032e-08	pos	1.6833301990490997e-05	Glutamate/aspartate transport system	65.0
3.594055944252931e-09	neg	1.3369888112620902e-06	Biosynthesis of siderophore group nonribosomal peptides PAO1	65.0
6.722616006718884e-05	pos	0.012504065772497124	Nitrogen metabolism PAO1	66.0
6.398252759789888e-06	pos	0.002380150026641838	Cyanoamino acid metabolism PAO1	66.0
1.0482072694202057e-05	pos	0.003899331042243165	Aminobenzoate degradation PAO1	67.0
8.000711978565803e-05	pos	0.014881324280132393	Oxidative phosphorylation PAO1	67.0
0.0003102073224648726	neg	0.0384657079856442	Oxidative phosphorylation PAO1	67.0
0.00016148556259081392	pos	0.015018157320945693	Zinc transport system	68.0
4.5395553203312707e-10	pos	1.6887145791632325e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	68.0
3.2264434091982786e-05	pos	0.004000789827405865	Iron complex transport system	68.0
8.408511424725804e-08	neg	1.5639831249989994e-05	Aminobenzoate degradation PAO1	68.0
4.6883934015267784e-07	pos	5.813607817893205e-05	Glycine, serine and threonine metabolism PAO1	69.0
1.1832952910093974e-07	pos	2.200929241277479e-05	Biosynthesis of siderophore group nonribosomal peptides PAO1	69.0
8.637544743890144e-13	neg	3.213166644727133e-10	Cationic antimicrobial peptide (CAMP) resistance PAO1	69.0
7.651689476401849e-07	pos	0.00014232142426107437	Glyoxylate and dicarboxylate metabolism PAO1	70.0
0.00018813561472279578	neg	0.013997289735376006	Aminobenzoate degradation PAO1	70.0
0.00018813561472279578	neg	0.013997289735376006	Zinc transport system	70.0
8.831604051873007e-08	neg	3.285356707296758e-05	Biosynthesis of siderophore group nonribosomal peptides PAO1	70.0
3.9510272487701497e-05	neg	0.004899273788474986	Iron complex transport system	70.0
1.0237555784048977e-06	pos	0.00019041853758331096	Alanine, aspartate and glutamate metabolism PAO1	72.0
2.486311361054302e-06	pos	0.0003083026087707334	Glutamate/aspartate transport system	72.0
0.00011115495520512027	neg	0.008269928667260947	Denitrification, nitrate => nitrogen	72.0
4.5342354609097075e-06	neg	0.00042168389786460277	Vanadium resistance, efflux pump MexGHI-OpmD	72.0
3.406348117524909e-16	neg	1.2671614997192659e-13	Pentose phosphate pathway PAO1	72.0
0.00017735850269544256	neg	0.010996227167117439	Glycolysis / Gluconeogenesis PAO1	72.0
8.972882557833084e-06	neg	0.0033379123115139073	Glycine, serine and threonine metabolism PAO1	73.0
0.0001971655579498131	neg	0.03667279377866523	Type VI secretion system	73.0
0.00012263408119174361	pos	0.011404969550832155	One carbon pool by folate PAO1	74.0
8.008005145473473e-06	neg	0.0014894889570580658	Denitrification, nitrate => nitrogen	74.0
5.540034914467113e-05	neg	0.006869643293939221	Quorum sensing PAO1	74.0
0.000593705737971915	neg	0.04417170690511047	Nitrogen metabolism PAO1	74.0
4.073560074592377e-10	neg	1.515364347748364e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	74.0
2.9872502377219358e-05	pos	0.0055562854421628005	Type VI secretion system	76.0
0.00019194863684804625	pos	0.01428097858149464	Vanadium resistance, efflux pump MexGHI-OpmD	76.0
0.00013470376787337793	pos	0.01428097858149464	Alanine, aspartate and glutamate metabolism PAO1	76.0
0.00038191432914813677	pos	0.02367868840718448	Glycerolipid metabolism PAO1	76.0
2.560603250321844e-07	neg	9.525444091197259e-05	Tyrosine metabolism PAO1	76.0
0.00016877417677611472	neg	0.01428097858149464	Pentose phosphate pathway PAO1	76.0
5.104329005262163e-09	pos	1.8988103899575244e-06	Pentose phosphate pathway PAO1	78.0
5.1645663192471545e-05	neg	0.006404062235866472	Arginine and proline metabolism PAO1	78.0
1.5470023275612857e-08	neg	2.877424329263991e-06	Cationic antimicrobial peptide (CAMP) resistance PAO1	78.0
0.0005252598441597678	pos	0.0488491655068584	Arginine biosynthesis PAO1	79.0
5.327122341800058e-05	pos	0.0066056317038320714	Ribosome, bacteria	79.0
0.0006665202837017072	pos	0.04958910910740701	Oxidative phosphorylation PAO1	79.0
1.8451650083954133e-08	neg	3.4320069156154687e-06	Type VI secretion system	79.0
3.987687765993518e-09	neg	1.4834198489495884e-06	Quorum sensing PAO1	79.0
1.7011332742866975e-17	pos	6.328215780346514e-15	Type III secretion system	81.0
0.00011453809405636725	pos	0.008521634197793723	Flagellar assembly PAO1	81.0
1.1235958351147668e-05	neg	0.001122226364612318	Glycine, serine and threonine metabolism PAO1	81.0
1.2066950157121701e-05	neg	0.001122226364612318	Glycine betaine/proline transport system	81.0
9.05475691423319e-07	neg	0.00016841847860473732	Biosynthesis of siderophore group nonribosomal peptides PAO1	81.0
6.500479442561636e-31	neg	2.4181783526329284e-28	Type III secretion system	83.0
2.1616352323579373e-10	neg	4.020641532185763e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	83.0
8.996043412108853e-09	neg	1.1155093831014978e-06	Cationic antimicrobial peptide (CAMP) resistance PAO1	83.0
2.5766812453900423e-12	pos	9.585254232850956e-10	Nitrogen metabolism PAO1	85.0
2.4700015870778576e-06	pos	0.0003062801967976544	Degradation of aromatic compounds PAO1	86.0
8.611716617773873e-05	pos	0.006407117163623762	Glycine, serine and threonine metabolism PAO1	86.0
4.795214688312506e-05	pos	0.00445954966013063	Aminobenzoate degradation PAO1	86.0
0.0002765448595287013	pos	0.014696383963525269	Glycine betaine/proline transport system	86.0
0.00025840196317323687	neg	0.014696383963525269	Glycine, serine and threonine metabolism PAO1	86.0
8.218254423648849e-10	neg	1.5285953227986858e-07	Valine, leucine and isoleucine degradation PAO1	86.0
6.402507332661879e-10	neg	1.5285953227986858e-07	Type VI secretion system	86.0
2.4072597412664273e-23	pos	8.955006237511109e-21	Type III secretion system	87.0
2.9686931014042464e-06	pos	0.0011043538337223795	Spermidine/putrescine transport system	88.0
0.0003824707297939862	neg	0.04742637049445429	Valine, leucine and isoleucine degradation PAO1	88.0
2.232928538319517e-05	neg	0.004153247081274301	Dipeptide transport system	88.0
0.0001524076709007678	neg	0.018898551191695208	Macrolide resistance, MacAB-TolC transporter	89.0
3.5840818810223464e-05	neg	0.006666392298701564	Aminobenzoate degradation PAO1	89.0
3.5840818810223464e-05	neg	0.006666392298701564	Zinc transport system	89.0
2.7233438693172135e-40	pos	1.0130839193860034e-37	Type III secretion system	92.0
1.6353995832594783e-06	neg	0.00030418432248626294	Pentose phosphate pathway PAO1	92.0
9.729879988558836e-06	pos	0.0009048788389359717	Flagellar assembly PAO1	93.0
2.396204428357057e-12	pos	8.913880473488252e-10	Type VI secretion system	93.0
4.790447308577269e-06	neg	0.0006677459170022582	Benzoate degradation PAO1	93.0
5.385047717760146e-06	neg	0.0006677459170022582	Aminobenzoate degradation PAO1	93.0
0.00011753814396154295	neg	0.008744837910738795	Glycolysis / Gluconeogenesis PAO1	93.0
1.0024485007342836e-33	pos	3.7291084227315344e-31	Type III secretion system	95.0
0.0005364984482289465	pos	0.049894355685292026	Putative polar amino acid transport system	95.0
7.589392046777111e-16	pos	1.4116269207005425e-13	Sulfur metabolism PAO1	95.0
5.2820409467493534e-05	neg	0.006549730773969199	Phenazine biosynthesis PAO1	95.0
0.0005218554353184451	pos	0.032355036989743596	Arginine biosynthesis PAO1	96.0
0.0002279015302205322	neg	0.016955873848407594	Selenocompound metabolism PAO1	96.0
7.639873017020568e-05	neg	0.009473442541105504	Vanadium resistance, efflux pump MexGHI-OpmD	96.0
9.196335477875085e-06	neg	0.0017105183988847658	Quorum sensing PAO1	96.0
9.029640152083184e-10	neg	3.359026136574944e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	96.0
0.00010881632805983777	neg	0.010119918509564911	Oxidative phosphorylation PAO1	96.0
5.429792980102912e-05	pos	0.010099414942991415	Amino sugar and nucleotide sugar metabolism PAO1	97.0
3.181758394439468e-07	neg	0.0001183614122731482	Aminobenzoate degradation PAO1	97.0
0.00010168182295442726	neg	0.012608546046348982	Biosynthesis of siderophore group nonribosomal peptides PAO1	97.0
1.2113982427957183e-09	neg	2.2532007316000358e-07	Type VI secretion system	98.0
0.00027791987046610594	neg	0.02584654795334785	Phenazine biosynthesis PAO1	98.0
7.615060769422675e-17	neg	2.832802606225235e-14	Quorum sensing PAO1	98.0
4.559348875515601e-06	neg	0.0005653592605639346	Cyanoamino acid metabolism PAO1	98.0
0.0002875751172103219	pos	0.03565931453407992	Oxidative phosphorylation PAO1	99.0
8.78641053858329e-12	neg	3.268544720352984e-09	Nitrogen metabolism PAO1	99.0
7.376064198884831e-06	neg	0.0013719479409925784	Cyanoamino acid metabolism PAO1	99.0
1.0177667527195934e-05	neg	0.0018930461600584437	Arginine biosynthesis PAO1	100.0
0.0003967300328732841	neg	0.024597262038143615	Glyoxylate and dicarboxylate metabolism PAO1	100.0
0.00019008731673301178	neg	0.014142496364936075	Vanadium resistance, efflux pump MexGHI-OpmD	100.0
0.00019008731673301178	neg	0.014142496364936075	Phenazine biosynthesis PAO1	100.0
2.5435626701080323e-06	neg	0.0009462053132801879	Quorum sensing PAO1	100.0
4.529055147048802e-05	neg	0.005616028382340515	Sulfur metabolism PAO1	100.0
0.000143753044780378	neg	0.026738066329150306	Starch and sucrose metabolism PAO1	101.0
8.160316702120363e-09	neg	3.035637813188775e-06	Pentose phosphate pathway PAO1	101.0
3.2055484714098697e-06	pos	0.00039748801045482384	Type VI secretion system	102.0
3.8259112964393134e-07	neg	7.116195011377122e-05	Glycine, serine and threonine metabolism PAO1	102.0
3.922406112909774e-08	neg	1.4591350740024357e-05	Valine, leucine and isoleucine degradation PAO1	102.0
3.906567890705579e-05	neg	0.003633108138356188	Zinc transport system	102.0
5.866331066640788e-05	neg	0.010911375783951864	Polyketide sugar unit biosynthesis PAO1	104.0
1.7250299638701777e-06	neg	0.000641711146559706	Citrate cycle (TCA cycle) PAO1	104.0
8.822269843862896e-06	neg	0.0010939614606389992	Ribosome PAO1	105.0
2.0142473635263236e-13	neg	7.493000192317923e-11	Ribosome, bacteria	105.0
4.340532151766209e-06	neg	0.0008073389802285148	Oxidative phosphorylation PAO1	105.0
1.6784654769653945e-16	pos	6.243891574311267e-14	Starch and sucrose metabolism PAO1	106.0
4.152319807037563e-06	neg	0.0005148876560726578	Biosynthesis of siderophore group nonribosomal peptides PAO1	106.0
3.4005759846910163e-07	neg	6.32507133152529e-05	Sulfur metabolism PAO1	106.0
0.00024868566249281154	pos	0.015418511074554315	Macrolide resistance, MacAB-TolC transporter	107.0
7.448477700662794e-05	pos	0.005541667409293119	Zinc transport system	107.0
9.262295590781191e-11	pos	3.445573959770603e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	107.0
0.00042676863424190217	pos	0.022679704562569656	Iron complex transport system	107.0
1.2343332255390363e-05	neg	0.001530573199668405	Denitrification, nitrate => nitrogen	107.0
8.231194950844597e-09	neg	1.531002260857095e-06	Glyoxylate and dicarboxylate metabolism PAO1	107.0
3.694988860690733e-05	neg	0.0034363396404423815	Phenazine biosynthesis PAO1	107.0
4.762765041679881e-10	pos	1.7717485955049157e-07	Quorum sensing PAO1	108.0
7.882092557822569e-07	pos	9.773794771699985e-05	Biosynthesis of siderophore group nonribosomal peptides PAO1	108.0
